 Found in both:
Item ID | Item Name                          | iLvl| WH Drp | AC Drp |  Diff  | AC RLT
  15287 | Crusader Bow                       |  45 |  0.03% |  0.01% |  0.03% | 24041
   7910 | Star Ruby                          |  50 |  0.02% |  0.04% |  0.02% | Direct
    868 | Ardent Custodian                   |  43 |  0.00% |  0.03% |  0.02% | 24080
    940 | Robes of Insight                   |  47 |  0.00% |  0.03% |  0.02% | 24082
   1982 | Nightblade                         |  44 |  0.00% |  0.03% |  0.02% | 24081
   2825 | Bow of Searing Arrows              |  42 |  0.00% |  0.03% |  0.02% | 24080
   1981 | Icemail Jerkin                     |  44 |  0.00% |  0.03% |  0.02% | 24081
  14601 | Warden's Wraps                     |  44 |  0.03% |  0.01% |  0.02% | 24041
  14428 | Windchaser Footpads                |  44 |  0.03% |  0.01% |  0.02% | 24041
  14654 | Scorpashi Wristbands               |  44 |  0.03% |  0.01% |  0.02% | 24041
   2164 | Gut Ripper                         |  45 |  0.01% |  0.03% |  0.02% | 24081
   3831 | Recipe: Mighty Troll's Blood Potion|  36 |  0.00% |  0.02% |  0.02% | Direct
   3873 | Plans: Golden Scale Cuirass        |  39 |  0.00% |  0.02% |  0.02% | Direct
   4300 | Pattern: Guardian Leather Bracers  |  39 |  0.00% |  0.02% |  0.02% | Direct
   4417 | Schematic: Large Seaforium Charge  |  40 |  0.00% |  0.02% |  0.02% | Direct
   7992 | Plans: Blue Glittering Axe         |  44 |  0.00% |  0.02% |  0.02% | Direct
   7993 | Plans: Dazzling Mithril Rapier     |  48 |  0.00% |  0.02% |  0.02% | Direct
   9298 | Recipe: Elixir of Giants           |  49 |  0.00% |  0.02% |  0.02% | Direct
  10315 | Pattern: Red Mageweave Shoulders   |  47 |  0.00% |  0.02% |  0.02% | Direct
  10320 | Pattern: Red Mageweave Headband    |  48 |  0.00% |  0.02% |  0.02% | Direct
  10604 | Schematic: Mithril Heavy-bore Rifle|  44 |  0.00% |  0.02% |  0.02% | Direct
  14270 | Gaea's Cloak                       |  45 |  0.02% |  0.01% |  0.02% | 24041
   4637 | Steel Lockbox                      |  40 |  0.11% |  0.13% |  0.02% | Direct
   7086 | Pattern: Earthen Silk Belt         |  39 |  0.00% |  0.02% |  0.02% | Direct
   7989 | Plans: Mithril Spurs               |  47 |  0.00% |  0.02% |  0.02% | Direct
   8387 | Pattern: Big Voodoo Mask           |  44 |  0.00% |  0.02% |  0.02% | Direct
  11202 | Formula: Enchant Shield - Stamina  |  42 |  0.00% |  0.02% |  0.02% | Direct
  11225 | Formula: Enchant Bracer - Greater S|  49 |  0.00% |  0.02% |  0.02% | Direct
  14257 | Lunar Leggings                     |  45 |  0.02% |  0.01% |  0.02% | 24041
  14260 | Bloodwoven Bracers                 |  44 |  0.02% |  0.01% |  0.02% | 24041
  14431 | Windchaser Handguards              |  44 |  0.02% |  0.01% |  0.02% | 24041
  15215 | Furious Falchion                   |  45 |  0.02% |  0.01% |  0.02% | 24041
   7909 | Aquamarine                         |  45 |  0.07% |  0.08% |  0.02% | Direct
  14918 | Jade Belt                          |  47 |  0.02% |  0.01% |  0.02% | 24043
   7975 | Plans: Heavy Mithril Pants         |  42 |  0.01% |  0.02% |  0.01% | Direct
  10300 | Pattern: Red Mageweave Vest        |  43 |  0.01% |  0.02% |  0.01% | Direct
  10603 | Schematic: Catseye Ultra Goggles   |  44 |  0.01% |  0.02% |  0.01% | Direct
  10606 | Schematic: Parachute Cloak         |  45 |  0.01% |  0.02% |  0.01% | Direct
  12031 | Lodestone Necklace                 |  44 |  0.02% |  0.01% |  0.01% | 24041
  15168 | Imposing Pants                     |  45 |  0.02% |  0.01% |  0.01% | 24041
  15374 | Wolf Rider's Leggings              |  44 |  0.02% |  0.01% |  0.01% | 24041
   3874 | Plans: Polished Steel Boots        |  37 |  0.01% |  0.02% |  0.01% | Direct
  14247 | Lunar Mantle                       |  44 |  0.02% |  0.01% |  0.01% | 24041
  14781 | Khan's Cloak                       |  44 |  0.02% |  0.01% |  0.01% | 24041
  14956 | Bloodforged Bindings               |  45 |  0.02% |  0.01% |  0.01% | 24041
  15169 | Imposing Shoulders                 |  44 |  0.02% |  0.01% |  0.01% | 24041
  15270 | Gigantic War Axe                   |  46 |  0.02% |  0.01% |  0.01% | 24043
  15370 | Wolf Rider's Boots                 |  44 |  0.02% |  0.01% |  0.01% | 24041
  15382 | Rageclaw Cloak                     |  45 |  0.02% |  0.01% |  0.01% | 24041
  15612 | Bonelink Gauntlets                 |  44 |  0.02% |  0.01% |  0.01% | 24041
  14252 | Lunar Coronet                      |  45 |  0.02% |  0.01% |  0.01% | 24041
  14258 | Bloodwoven Cord                    |  45 |  0.02% |  0.01% |  0.01% | 24041
  14432 | Windchaser Amice                   |  45 |  0.02% |  0.01% |  0.01% | 24041
  14768 | Ravager's Armor                    |  44 |  0.02% |  0.01% |  0.01% | 24041
  15608 | Ancient Pauldrons                  |  44 |  0.02% |  0.01% |  0.01% | 24041
   8194 | Goblin Nutcracker                  |  43 |  0.02% |  0.01% |  0.01% | 24039
   3864 | Citrine                            |  40 |  0.01% |  0.01% |  0.01% | 24041
   7552 | Falcon's Hook                      |  44 |  0.01% |  0.01% |  0.01% | 24041
  12023 | Tellurium Necklace                 |  45 |  0.01% |  0.01% |  0.01% | 24041
  14604 | Warden's Wizard Hat                |  45 |  0.01% |  0.01% |  0.01% | 24041
  14839 | Tyrant's Greaves                   |  44 |  0.01% |  0.01% |  0.01% | 24041
  14910 | Brutish Armguards                  |  44 |  0.01% |  0.01% |  0.01% | 24041
  14439 | Venomshroud Armguards              |  47 |  0.02% |  0.01% |  0.01% | 24043
  11204 | Formula: Enchant Bracer - Greater S|  44 |  0.01% |  0.02% |  0.01% | Direct
  11973 | Hematite Link                      |  43 |  0.00% |  0.01% |  0.01% | 24039
  14242 | Darkmist Pants                     |  43 |  0.00% |  0.01% |  0.01% | 24039
  14261 | Bloodwoven Cloak                   |  43 |  0.00% |  0.01% |  0.01% | 24039
  14429 | Windchaser Cuffs                   |  43 |  0.00% |  0.01% |  0.01% | 24039
  14774 | Ravager's Crown                    |  43 |  0.00% |  0.01% |  0.01% | 24039
  14945 | Warbringer's Legguards             |  45 |  0.01% |  0.01% |  0.01% | 24041
  15156 | Nocturnal Cap                      |  43 |  0.00% |  0.01% |  0.01% | 24039
  15372 | Wolf Rider's Gloves                |  43 |  0.00% |  0.01% |  0.01% | 24039
  15375 | Wolf Rider's Shoulder Pads         |  43 |  0.00% |  0.01% |  0.01% | 24039
  15624 | Gryphon Cloak                      |  45 |  0.01% |  0.01% |  0.01% | 24041
  11974 | Aquamarine Ring                    |  46 |  0.00% |  0.01% |  0.01% | 24043
  14249 | Lunar Vest                         |  47 |  0.00% |  0.01% |  0.01% | 24043
  14263 | Bloodwoven Mask                    |  48 |  0.00% |  0.01% |  0.01% | 24045
  14268 | Gaea's Cuffs                       |  46 |  0.00% |  0.01% |  0.01% | 24043
  14273 | Gaea's Amice                       |  48 |  0.00% |  0.01% |  0.01% | 24045
  14438 | Venomshroud Boots                  |  48 |  0.00% |  0.01% |  0.01% | 24045
  14665 | Keeper's Cloak                     |  48 |  0.00% |  0.01% |  0.01% | 24045
  14783 | Khan's Belt                        |  46 |  0.00% |  0.01% |  0.01% | 24043
  14835 | Tyrant's Chestpiece                |  48 |  0.00% |  0.01% |  0.01% | 24045
  14908 | Brutish Legguards                  |  48 |  0.00% |  0.01% |  0.01% | 24045
  14955 | Bloodforged Shoulder Pads          |  47 |  0.00% |  0.01% |  0.01% | 24043
  15167 | Imposing Bandana                   |  48 |  0.00% |  0.01% |  0.01% | 24045
  15172 | Potent Bands                       |  47 |  0.00% |  0.01% |  0.01% | 24043
  15373 | Wolf Rider's Headgear              |  47 |  0.00% |  0.01% |  0.01% | 24043
  15378 | Rageclaw Belt                      |  46 |  0.00% |  0.01% |  0.01% | 24043
  15379 | Rageclaw Boots                     |  48 |  0.00% |  0.01% |  0.01% | 24045
  15604 | Ancient Defender                   |  46 |  0.00% |  0.01% |  0.01% | 24043
   8196 | Ebon Scimitar                      |  43 |  0.02% |  0.01% |  0.01% | 24039
   1608 | Skullcrusher Mace                  |  47 |  0.01% |  0.01% |  0.01% | 24043
   8386 | Pattern: Big Voodoo Robe           |  43 |  0.01% |  0.02% |  0.01% | Direct
  14246 | Darkmist Wizard Hat                |  44 |  0.01% |  0.01% |  0.01% | 24041
  14262 | Bloodwoven Mitts                   |  45 |  0.01% |  0.01% |  0.01% | 24041
  14786 | Khan's Legguards                   |  47 |  0.01% |  0.01% |  0.01% | 24043
  14909 | Brutish Shoulders                  |  45 |  0.01% |  0.01% |  0.01% | 24041
  14944 | Warbringer's Crown                 |  45 |  0.01% |  0.01% |  0.01% | 24041
  15162 | Imposing Boots                     |  45 |  0.01% |  0.01% |  0.01% | 24041
   7553 | Band of the Unicorn                |  48 |  0.00% |  0.01% |  0.01% | 24045
  14237 | Darkmist Armor                     |  46 |  0.00% |  0.01% |  0.01% | 24043
  14243 | Darkmist Mantle                    |  43 |  0.01% |  0.01% |  0.01% | 24039
  14254 | Lunar Raiment                      |  47 |  0.00% |  0.01% |  0.01% | 24043
  14269 | Gaea's Slippers                    |  47 |  0.00% |  0.01% |  0.01% | 24043
  14435 | Windchaser Cinch                   |  43 |  0.01% |  0.01% |  0.01% | 24039
  14440 | Venomshroud Cape                   |  46 |  0.00% |  0.01% |  0.01% | 24043
  14787 | Khan's Mantle                      |  47 |  0.00% |  0.01% |  0.01% | 24043
  14853 | Sunscale Wristguards               |  48 |  0.00% |  0.01% |  0.01% | 24045
  14911 | Brutish Boots                      |  46 |  0.00% |  0.01% |  0.01% | 24043
  14947 | Warbringer's Shield                |  46 |  0.00% |  0.01% |  0.01% | 24043
  14949 | Bloodforged Gauntlets              |  47 |  0.00% |  0.01% |  0.01% | 24043
  15161 | Imposing Belt                      |  43 |  0.01% |  0.01% |  0.01% | 24039
  15164 | Imposing Vest                      |  47 |  0.00% |  0.01% |  0.01% | 24043
  15173 | Potent Cape                        |  46 |  0.00% |  0.01% |  0.01% | 24043
  15383 | Rageclaw Gloves                    |  48 |  0.00% |  0.01% |  0.01% | 24045
  15386 | Rageclaw Shoulder Pads             |  48 |  0.00% |  0.01% |  0.01% | 24045
  15601 | Ancient Chestpiece                 |  46 |  0.00% |  0.01% |  0.01% | 24043
  15611 | Bonelink Cape                      |  43 |  0.01% |  0.01% |  0.01% | 24039
  15619 | Gryphon Mail Belt                  |  48 |  0.00% |  0.01% |  0.01% | 24045
  15628 | Gryphon Mail Pauldrons             |  48 |  0.00% |  0.01% |  0.01% | 24045
  15635 | Formidable Gauntlets               |  48 |  0.00% |  0.01% |  0.01% | 24045
  15980 | Darkmist Orb                       |  46 |  0.00% |  0.01% |  0.01% | 24043
  15981 | Lunar Sphere                       |  47 |  0.00% |  0.01% |  0.01% | 24043
  14259 | Bloodwoven Boots                   |  46 |  0.01% |  0.01% |  0.01% | 24043
  15262 | Greater Maul                       |  46 |  0.01% |  0.01% |  0.01% | 24043
   5216 | Umbral Wand                        |  45 |  0.01% |  0.01% |  0.00% | 24041
  14417 | Silksand Tunic                     |  44 |  0.01% |  0.01% |  0.00% | 24041
  14782 | Khan's Gloves                      |  45 |  0.01% |  0.01% |  0.00% | 24041
  14838 | Tyrant's Belt                      |  43 |  0.00% |  0.01% |  0.00% | 24041
  15166 | Imposing Gloves                    |  45 |  0.01% |  0.01% |  0.00% | 24041
  15599 | Ancient Greaves                    |  44 |  0.01% |  0.01% |  0.00% | 24041
  15614 | Bonelink Sabatons                  |  45 |  0.01% |  0.01% |  0.00% | 24041
   3208 | Conk Hammer                        |  48 |  0.01% |  0.01% |  0.00% | 24045
   4089 | Ricochet Blunderbuss               |  48 |  0.01% |  0.01% |  0.00% | 24045
  11988 | Tellurium Band                     |  47 |  0.01% |  0.01% |  0.00% | 24043
  11999 | Lodestone Hoop                     |  46 |  0.01% |  0.01% |  0.00% | 24043
  14244 | Darkmist Wraps                     |  46 |  0.01% |  0.01% |  0.00% | 24043
  14253 | Lunar Handwraps                    |  43 |  0.01% |  0.01% |  0.00% | 24039
  14276 | Gaea's Belt                        |  47 |  0.01% |  0.01% |  0.00% | 24043
  14653 | Scorpashi Slippers                 |  46 |  0.01% |  0.01% |  0.00% | 24043
  14657 | Scorpashi Gloves                   |  46 |  0.01% |  0.01% |  0.00% | 24043
  14659 | Scorpashi Leggings                 |  47 |  0.01% |  0.01% |  0.00% | 24043
  14842 | Tyrant's Shield                    |  48 |  0.01% |  0.01% |  0.00% | 24045
  14843 | Tyrant's Helm                      |  46 |  0.01% |  0.01% |  0.00% | 24043
  14914 | Jade Bracers                       |  46 |  0.01% |  0.01% |  0.00% | 24043
  15163 | Imposing Bracers                   |  43 |  0.01% |  0.01% |  0.00% | 24039
  15620 | Gryphon Mail Bracelets             |  47 |  0.01% |  0.01% |  0.00% | 24043
  15625 | Gryphon Mail Gauntlets             |  47 |  0.01% |  0.01% |  0.00% | 24043
   4088 | Dreadblade                         |  47 |  0.01% |  0.01% |  0.00% | 24043
   8199 | Battlefield Destroyer              |  47 |  0.01% |  0.01% |  0.00% | 24043
  14433 | Windchaser Woolies                 |  46 |  0.01% |  0.01% |  0.00% | 24043
  14784 | Khan's Greaves                     |  46 |  0.01% |  0.01% |  0.00% | 24043
  14939 | Warbringer's Chestguard            |  46 |  0.01% |  0.01% |  0.00% | 24043
  14821 | Symbolic Breastplate               |  43 |  0.00% |  0.01% |  0.00% | 24041
  14831 | Symbolic Crown                     |  43 |  0.00% |  0.01% |  0.00% | 24041
  14834 | Tyrant's Armguards                 |  43 |  0.00% |  0.01% |  0.00% | 24041
  14946 | Warbringer's Spaulders             |  43 |  0.00% |  0.01% |  0.00% | 24041
  14776 | Ravager's Mantle                   |  43 |  0.01% |  0.01% |  0.00% | 24039
  15592 | Steadfast Buckler                  |  43 |  0.01% |  0.01% |  0.00% | 24039
  15610 | Bonelink Bracers                   |  43 |  0.01% |  0.01% |  0.00% | 24039
  14652 | Scorpashi Sash                     |  45 |  0.01% |  0.01% |  0.00% | 24041
  14656 | Scorpashi Cape                     |  44 |  0.01% |  0.01% |  0.00% | 24041
  14778 | Khan's Bindings                    |  45 |  0.01% |  0.01% |  0.00% | 24041
  14906 | Brutish Belt                       |  44 |  0.01% |  0.01% |  0.00% | 24041
  15617 | Bonelink Epaulets                  |  45 |  0.01% |  0.01% |  0.00% | 24041
   1994 | Ebonclaw Reaver                    |  46 |  0.01% |  0.01% |  0.00% | 24043
  14791 | Protector Cape                     |  48 |  0.01% |  0.01% |  0.00% | 24045
  15376 | Wolf Rider's Padded Armor          |  46 |  0.01% |  0.01% |  0.00% | 24043
  15380 | Rageclaw Bracers                   |  46 |  0.01% |  0.01% |  0.00% | 24043
  15609 | Bonelink Armor                     |  47 |  0.01% |  0.01% |  0.00% | 24043
  15632 | Formidable Cape                    |  46 |  0.01% |  0.01% |  0.00% | 24043
  14272 | Gaea's Handwraps                   |  47 |  0.01% |  0.01% |  0.00% | 24043
  14660 | Scorpashi Shoulder Pads            |  47 |  0.01% |  0.01% |  0.00% | 24043
  14825 | Symbolic Crest                     |  43 |  0.01% |  0.01% |  0.00% | 24039
  14950 | Bloodforged Belt                   |  46 |  0.01% |  0.01% |  0.00% | 24043
  15251 | Headstriker Sword                  |  43 |  0.01% |  0.01% |  0.00% | 24039
  12012 | Marsh Ring                         |  45 |  0.01% |  0.01% |  0.00% | 24041
  14425 | Silksand Wraps                     |  44 |  0.01% |  0.01% |  0.00% | 24041
  14777 | Ravager's Shield                   |  44 |  0.01% |  0.01% |  0.00% | 24041
  14833 | Tyrant's Gauntlets                 |  44 |  0.01% |  0.01% |  0.00% | 24041
  14841 | Tyrant's Epaulets                  |  44 |  0.01% |  0.01% |  0.00% | 24041
  14905 | Brutish Gauntlets                  |  45 |  0.01% |  0.01% |  0.00% | 24041
  14940 | Warbringer's Sabatons              |  43 |  0.01% |  0.01% |  0.00% | 24041
  15602 | Ancient Crown                      |  45 |  0.01% |  0.01% |  0.00% | 24041
  15607 | Ancient Legguards                  |  44 |  0.01% |  0.01% |  0.00% | 24041
  15964 | Silksand Star                      |  44 |  0.01% |  0.01% |  0.00% | 24041
  14264 | Bloodwoven Pants                   |  48 |  0.01% |  0.01% |  0.00% | 24045
  14266 | Bloodwoven Pads                    |  47 |  0.01% |  0.01% |  0.00% | 24043
  14605 | Warden's Woolies                   |  43 |  0.01% |  0.01% |  0.00% | 24039
  14951 | Bloodforged Sabatons               |  47 |  0.01% |  0.01% |  0.00% | 24043
  15178 | Potent Belt                        |  47 |  0.01% |  0.01% |  0.00% | 24043
  15615 | Bonelink Helmet                    |  46 |  0.01% |  0.01% |  0.00% | 24043
  15616 | Bonelink Legplates                 |  46 |  0.01% |  0.01% |  0.00% | 24043
   3914 | Journeyman's Backpack              |  45 |  0.02% |  0.02% |  0.00% | 24041
--------------
218 common items found.

 Found in WH only:
   7084 | Pattern: Crimson Silk Shoulder|  38 |  0.01 | WH | --
   7990 | Plans: Heavy Mithril Helm     |  49 |  0.00 | WH | --
   8390 | Pattern: Big Voodoo Cloak     |  48 |  0.00 | WH | --
   9297 | Recipe: Elixir of Dream Vision|  48 |  0.00 | WH | --
  10302 | Pattern: Red Mageweave Pants  |  43 |  0.01 | WH | --
--------------
5 WH-exclusive items found.

 Found in AC only:
    117 | Tough Jerky                   |   5 |  0.02 | ACDB | Direct
    118 | Minor Healing Potion          |   5 |  0.02 | ACDB | Direct
    159 | Refreshing Spring Water       |   5 |  0.02 | ACDB | Direct
    727 | Notched Shortsword            |  10 |  0.04 | ACDB | 24074
    754 | Shortsword of Vengeance       |  47 |  0.05 | ACDB | 24044
    774 | Malachite                     |   7 |  0.02 | ACDB | Direct
    818 | Tigerseye                     |  15 |  0.02 | ACDB | Direct
    866 | Monk's Staff                  |  42 |  0.01 | ACDB | 24039
    867 | Gloves of Holy Might          |  42 |  0.03 | ACDB | 24080
    871 | Flurry Axe                    |  47 |  0.03 | ACDB | 24082
    943 | Warden Staff                  |  48 |  0.03 | ACDB | 24083
   1169 | Blackskull Shield             |  46 |  0.03 | ACDB | 24082
   1447 | Ring of Saviors               |  46 |  0.03 | ACDB | 24082
   1521 | Lumbering Ogre Axe            |  44 |  0.01 | ACDB | 24041
   1624 | Skullsplitter Helm            |  43 |  0.01 | ACDB | 24039
   1639 | Grinning Axe                  |  49 |  0.01 | ACDB | 24045
   1640 | Monstrous War Axe             |  42 |  0.01 | ACDB | 24039
   1645 | Moonberry Juice               |  45 |  0.02 | ACDB | Direct
   1677 | Drake-scale Vest              |  46 |  0.01 | ACDB | 24043
   1680 | Headchopper                   |  44 |  0.01 | ACDB | 24041
   1685 | Troll-hide Bag                |  45 |  0.02 | ACDB | 24041
   1713 | Ankh of Life                  |  45 |  0.04 | ACDB | 24042
   1714 | Necklace of Calisea           |  43 |  0.06 | ACDB | 24040
   1715 | Polished Jazeraint Armor      |  44 |  0.04 | ACDB | 24042
   1722 | Thornstone Sledgehammer       |  42 |  0.06 | ACDB | 24040
   1980 | Underworld Band               |  43 |  0.03 | ACDB | 24080
   2100 | Precisely Calibrated Boomstick|  48 |  0.03 | ACDB | 24083
   2140 | Carving Knife                 |  11 |  0.04 | ACDB | 24074
   2291 | Kang the Decapitator          |  49 |  0.03 | ACDB | 24083
   2589 | Linen Cloth                   |   5 |  0.02 | ACDB | Direct
   2598 | Pattern: Red Linen Robe       |  10 |  0.02 | ACDB | Direct
   2624 | Thinking Cap                  |  42 |  0.01 | ACDB | 24039
   2772 | Iron Ore                      |  30 |  0.02 | ACDB | Direct
   2957 | Journeyman's Vest             |  11 |  0.04 | ACDB | 24074
   2958 | Journeyman's Pants            |  10 |  0.04 | ACDB | 24074
   2961 | Burnt Leather Vest            |  11 |  0.04 | ACDB | 24074
   2962 | Burnt Leather Breeches        |  10 |  0.04 | ACDB | 24074
   2965 | Warrior's Tunic               |  11 |  0.04 | ACDB | 24074
   2966 | Warrior's Pants               |  10 |  0.04 | ACDB | 24074
   3013 | Scroll of Protection          |   1 |  0.02 | ACDB | Direct
   3356 | Kingsblood                    |  24 |  0.02 | ACDB | Direct
   3395 | Recipe: Limited Invulnerabilit|  50 |  0.02 | ACDB | Direct
   3832 | Recipe: Elixir of Detect Lesse|  39 |  0.02 | ACDB | Direct
   3869 | Plans: Shadow Crescent Axe    |  40 |  0.02 | ACDB | Direct
   3875 | Plans: Golden Scale Boots     |  40 |  0.02 | ACDB | Direct
   4045 | Mistscape Bracers             |  42 |  0.01 | ACDB | 24039
   4046 | Mistscape Pants               |  45 |  0.01 | ACDB | 24041
   4047 | Mistscape Boots               |  43 |  0.01 | ACDB | 24039
   4061 | Imperial Leather Bracers      |  42 |  0.01 | ACDB | 24039
   4062 | Imperial Leather Pants        |  45 |  0.01 | ACDB | 24041
   4063 | Imperial Leather Gloves       |  43 |  0.01 | ACDB | 24039
   4069 | Blackforge Buckler            |  47 |  0.01 | ACDB | 24043
   4080 | Blackforge Cowl               |  45 |  0.01 | ACDB | 24041
   4082 | Blackforge Breastplate        |  47 |  0.01 | ACDB | 24043
   4083 | Blackforge Gauntlets          |  44 |  0.01 | ACDB | 24041
   4084 | Blackforge Leggings           |  46 |  0.01 | ACDB | 24043
   4090 | Mug O' Hurt                   |  46 |  0.05 | ACDB | 24044
   4091 | Widowmaker                    |  47 |  0.05 | ACDB | 24044
   4353 | Pattern: Spider Belt          |  36 |  0.02 | ACDB | Direct
   4416 | Schematic: Goblin Land Mine   |  39 |  0.02 | ACDB | Direct
   4561 | Scalping Tomahawk             |  11 |  0.04 | ACDB | 24074
   4562 | Severing Axe                  |  10 |  0.04 | ACDB | 24074
   4602 | Moon Harvest Pumpkin          |  45 |  0.02 | ACDB | Direct
   4625 | Firebloom                     |  41 |  0.02 | ACDB | Direct
   4733 | Blackforge Pauldrons          |  46 |  0.01 | ACDB | 24043
   4734 | Mistscape Mantle              |  43 |  0.01 | ACDB | 24039
   4736 | Mistscape Sash                |  42 |  0.01 | ACDB | 24039
   4737 | Imperial Leather Spaulders    |  44 |  0.01 | ACDB | 24041
   4738 | Imperial Leather Belt         |  42 |  0.01 | ACDB | 24039
   4775 | Cracked Bill                  |   1 |  0.02 | ACDB | Direct
   5974 | Pattern: Guardian Cloak       |  37 |  0.02 | ACDB | Direct
   6423 | Blackforge Greaves            |  45 |  0.01 | ACDB | 24041
   6424 | Blackforge Cape               |  42 |  0.01 | ACDB | 24039
   6425 | Blackforge Girdle             |  44 |  0.01 | ACDB | 24041
   6426 | Blackforge Bracers            |  43 |  0.01 | ACDB | 24039
   6427 | Mistscape Robe                |  46 |  0.01 | ACDB | 24043
   6428 | Mistscape Gloves              |  43 |  0.01 | ACDB | 24039
   6429 | Mistscape Wizard Hat          |  44 |  0.01 | ACDB | 24041
   6430 | Imperial Leather Breastplate  |  46 |  0.01 | ACDB | 24043
   6431 | Imperial Leather Boots        |  43 |  0.01 | ACDB | 24039
   6433 | Imperial Leather Helm         |  43 |  0.01 | ACDB | 24039
   6511 | Journeyman's Robe             |  11 |  0.04 | ACDB | 24074
   7085 | Pattern: Azure Shoulders      |  38 |  0.02 | ACDB | Direct
   7108 | Infantry Shield               |  11 |  0.04 | ACDB | 24074
   7113 | Mistscape Armor               |  46 |  0.01 | ACDB | 24043
   7332 | Regal Armor                   |  45 |  0.01 | ACDB | 24041
   7453 | Pattern: Swift Boots          |  40 |  0.02 | ACDB | Direct
   7468 | Regal Robe                    |  45 |  0.01 | ACDB | 24041
   7469 | Regal Leggings                |  44 |  0.01 | ACDB | 24041
   7470 | Regal Wizard Hat              |  42 |  0.01 | ACDB | 24039
   7471 | Regal Gloves                  |  42 |  0.01 | ACDB | 24039
   7473 | Regal Mantle                  |  42 |  0.01 | ACDB | 24039
   7477 | Ranger Tunic                  |  45 |  0.01 | ACDB | 24041
   7478 | Ranger Leggings               |  43 |  0.01 | ACDB | 24039
   7479 | Ranger Helm                   |  42 |  0.01 | ACDB | 24039
   7481 | Ranger Boots                  |  42 |  0.01 | ACDB | 24039
   7482 | Ranger Shoulders              |  42 |  0.01 | ACDB | 24039
   7486 | Captain's Breastplate         |  44 |  0.01 | ACDB | 24041
   7487 | Captain's Leggings            |  43 |  0.01 | ACDB | 24039
   7488 | Captain's Circlet             |  42 |  0.01 | ACDB | 24039
   7490 | Captain's Boots               |  42 |  0.01 | ACDB | 24039
   7491 | Captain's Shoulderguards      |  43 |  0.01 | ACDB | 24039
   7495 | Captain's Buckler             |  44 |  0.01 | ACDB | 24041
   7496 | Field Plate Shield            |  43 |  0.01 | ACDB | 24039
   7519 | Gossamer Pants                |  47 |  0.01 | ACDB | 24043
   7520 | Gossamer Headpiece            |  47 |  0.01 | ACDB | 24043
   7521 | Gossamer Gloves               |  46 |  0.01 | ACDB | 24043
   7522 | Gossamer Boots                |  45 |  0.01 | ACDB | 24041
   7523 | Gossamer Shoulderpads         |  46 |  0.01 | ACDB | 24043
   7524 | Gossamer Cape                 |  44 |  0.01 | ACDB | 24041
   7525 | Gossamer Bracers              |  45 |  0.01 | ACDB | 24041
   7526 | Gossamer Belt                 |  46 |  0.01 | ACDB | 24043
   7528 | Cabalist Leggings             |  48 |  0.01 | ACDB | 24045
   7529 | Cabalist Helm                 |  47 |  0.01 | ACDB | 24043
   7530 | Cabalist Gloves               |  46 |  0.01 | ACDB | 24043
   7531 | Cabalist Boots                |  46 |  0.01 | ACDB | 24043
   7532 | Cabalist Spaulders            |  47 |  0.01 | ACDB | 24043
   7533 | Cabalist Cloak                |  44 |  0.01 | ACDB | 24041
   7534 | Cabalist Bracers              |  45 |  0.01 | ACDB | 24041
