 Found in both:
Item ID | Item Name                          | iLvl| WH Drp | AC Drp |  Diff  | AC RLT
    866 | Monk's Staff                       |  42 |  0.00% |  0.01% |  0.01% | 24039
  11998 | Jet Loop                           |  42 |  0.00% |  0.01% |  0.01% | 24039
  14230 | Embersilk Tunic                    |  42 |  0.00% |  0.01% |  0.01% | 24039
  14250 | Lunar Slippers                     |  42 |  0.00% |  0.01% |  0.01% | 24039
  14253 | Lunar Handwraps                    |  43 |  0.00% |  0.01% |  0.01% | 24039
  14424 | Silksand Legwraps                  |  42 |  0.00% |  0.01% |  0.01% | 24039
  14435 | Windchaser Cinch                   |  43 |  0.00% |  0.01% |  0.01% | 24039
  14775 | Ravager's Woolies                  |  43 |  0.00% |  0.01% |  0.01% | 24039
  15156 | Nocturnal Cap                      |  43 |  0.02% |  0.01% |  0.01% | 24039
  15161 | Imposing Belt                      |  43 |  0.02% |  0.01% |  0.01% | 24039
  15610 | Bonelink Bracers                   |  43 |  0.00% |  0.01% |  0.01% | 24039
  10312 | Pattern: Red Mageweave Gloves      |  45 |  0.01% |  0.02% |  0.01% | Direct
  15173 | Potent Cape                        |  46 |  0.02% |  0.01% |  0.01% | 24043
  15270 | Gigantic War Axe                   |  46 |  0.02% |  0.01% |  0.01% | 24043
  12031 | Lodestone Necklace                 |  44 |  0.01% |  0.01% |  0.01% | 24041
  14247 | Lunar Mantle                       |  44 |  0.01% |  0.01% |  0.01% | 24041
  14428 | Windchaser Footpads                |  44 |  0.01% |  0.01% |  0.01% | 24041
  14431 | Windchaser Handguards              |  44 |  0.01% |  0.01% |  0.01% | 24041
  14940 | Warbringer's Sabatons              |  43 |  0.01% |  0.01% |  0.01% | 24041
  14956 | Bloodforged Bindings               |  45 |  0.01% |  0.01% |  0.01% | 24041
   3208 | Conk Hammer                        |  48 |  0.00% |  0.01% |  0.01% | 24045
   4088 | Dreadblade                         |  47 |  0.00% |  0.01% |  0.01% | 24043
   7553 | Band of the Unicorn                |  48 |  0.00% |  0.01% |  0.01% | 24045
  11999 | Lodestone Hoop                     |  46 |  0.00% |  0.01% |  0.01% | 24043
  14237 | Darkmist Armor                     |  46 |  0.00% |  0.01% |  0.01% | 24043
  14254 | Lunar Raiment                      |  47 |  0.00% |  0.01% |  0.01% | 24043
  14266 | Bloodwoven Pads                    |  47 |  0.00% |  0.01% |  0.01% | 24043
  14276 | Gaea's Belt                        |  47 |  0.00% |  0.01% |  0.01% | 24043
  14446 | Venomshroud Belt                   |  48 |  0.00% |  0.01% |  0.01% | 24045
  14665 | Keeper's Cloak                     |  48 |  0.00% |  0.01% |  0.01% | 24045
  14783 | Khan's Belt                        |  46 |  0.00% |  0.01% |  0.01% | 24043
  14786 | Khan's Legguards                   |  47 |  0.00% |  0.01% |  0.01% | 24043
  14791 | Protector Cape                     |  48 |  0.00% |  0.01% |  0.01% | 24045
  14840 | Tyrant's Legplates                 |  47 |  0.00% |  0.01% |  0.01% | 24043
  14843 | Tyrant's Helm                      |  46 |  0.00% |  0.01% |  0.01% | 24043
  14907 | Brutish Helmet                     |  48 |  0.00% |  0.01% |  0.01% | 24045
  14914 | Jade Bracers                       |  46 |  0.00% |  0.01% |  0.01% | 24043
  14939 | Warbringer's Chestguard            |  46 |  0.00% |  0.01% |  0.01% | 24043
  14947 | Warbringer's Shield                |  46 |  0.00% |  0.01% |  0.01% | 24043
  15164 | Imposing Vest                      |  47 |  0.00% |  0.01% |  0.01% | 24043
  15172 | Potent Bands                       |  47 |  0.00% |  0.01% |  0.01% | 24043
  15235 | Crescent Edge                      |  48 |  0.00% |  0.01% |  0.01% | 24045
  15609 | Bonelink Armor                     |  47 |  0.00% |  0.01% |  0.01% | 24043
  15618 | Bonelink Wall Shield               |  47 |  0.00% |  0.01% |  0.01% | 24043
  15626 | Gryphon Mail Greaves               |  47 |  0.00% |  0.01% |  0.01% | 24043
  15628 | Gryphon Mail Pauldrons             |  48 |  0.00% |  0.01% |  0.01% | 24045
   3914 | Journeyman's Backpack              |  45 |  0.02% |  0.03% |  0.01% | 24041
  15611 | Bonelink Cape                      |  43 |  0.02% |  0.01% |  0.01% | 24039
  14234 | Embersilk Robes                    |  42 |  0.01% |  0.01% |  0.00% | 24039
  14242 | Darkmist Pants                     |  43 |  0.01% |  0.01% |  0.00% | 24039
  14599 | Warden's Footpads                  |  42 |  0.01% |  0.01% |  0.00% | 24039
  14774 | Ravager's Crown                    |  43 |  0.01% |  0.01% |  0.00% | 24039
  15375 | Wolf Rider's Shoulder Pads         |  43 |  0.01% |  0.01% |  0.00% | 24039
  15591 | Steadfast Breastplate              |  43 |  0.01% |  0.01% |  0.00% | 24039
  15597 | Steadfast Shoulders                |  42 |  0.01% |  0.01% |  0.00% | 24039
  15605 | Ancient Gauntlets                  |  42 |  0.01% |  0.01% |  0.00% | 24039
  14244 | Darkmist Wraps                     |  46 |  0.01% |  0.01% |  0.00% | 24043
  14259 | Bloodwoven Boots                   |  46 |  0.01% |  0.01% |  0.00% | 24043
  14268 | Gaea's Cuffs                       |  46 |  0.01% |  0.01% |  0.00% | 24043
  14439 | Venomshroud Armguards              |  47 |  0.01% |  0.01% |  0.00% | 24043
  14842 | Tyrant's Shield                    |  48 |  0.01% |  0.01% |  0.00% | 24045
  15262 | Greater Maul                       |  46 |  0.01% |  0.01% |  0.00% | 24043
  12023 | Tellurium Necklace                 |  45 |  0.00% |  0.01% |  0.00% | 24041
  14417 | Silksand Tunic                     |  44 |  0.00% |  0.01% |  0.00% | 24041
  14604 | Warden's Wizard Hat                |  45 |  0.00% |  0.01% |  0.00% | 24041
  14830 | Symbolic Pauldrons                 |  42 |  0.00% |  0.01% |  0.00% | 24041
  14834 | Tyrant's Armguards                 |  43 |  0.00% |  0.01% |  0.00% | 24041
  14838 | Tyrant's Belt                      |  43 |  0.00% |  0.01% |  0.00% | 24041
  14909 | Brutish Shoulders                  |  45 |  0.00% |  0.01% |  0.00% | 24041
  15169 | Imposing Shoulders                 |  44 |  0.00% |  0.01% |  0.00% | 24041
  15599 | Ancient Greaves                    |  44 |  0.00% |  0.01% |  0.00% | 24041
  15602 | Ancient Crown                      |  45 |  0.00% |  0.01% |  0.00% | 24041
  15964 | Silksand Star                      |  44 |  0.00% |  0.01% |  0.00% | 24041
   1608 | Skullcrusher Mace                  |  47 |  0.01% |  0.01% |  0.00% | 24043
   7552 | Falcon's Hook                      |  44 |  0.01% |  0.01% |  0.00% | 24041
   8199 | Battlefield Destroyer              |  47 |  0.01% |  0.01% |  0.00% | 24043
  14269 | Gaea's Slippers                    |  47 |  0.01% |  0.01% |  0.00% | 24043
  14432 | Windchaser Amice                   |  45 |  0.01% |  0.01% |  0.00% | 24041
  14433 | Windchaser Woolies                 |  46 |  0.01% |  0.01% |  0.00% | 24043
  14652 | Scorpashi Sash                     |  45 |  0.01% |  0.01% |  0.00% | 24041
  14777 | Ravager's Shield                   |  44 |  0.01% |  0.01% |  0.00% | 24041
  14778 | Khan's Bindings                    |  45 |  0.01% |  0.01% |  0.00% | 24041
  14821 | Symbolic Breastplate               |  43 |  0.01% |  0.01% |  0.00% | 24041
  14839 | Tyrant's Greaves                   |  44 |  0.01% |  0.01% |  0.00% | 24041
  14906 | Brutish Belt                       |  44 |  0.01% |  0.01% |  0.00% | 24041
  14910 | Brutish Armguards                  |  44 |  0.01% |  0.01% |  0.00% | 24041
  14944 | Warbringer's Crown                 |  45 |  0.01% |  0.01% |  0.00% | 24041
  15162 | Imposing Boots                     |  45 |  0.01% |  0.01% |  0.00% | 24041
  15168 | Imposing Pants                     |  45 |  0.01% |  0.01% |  0.00% | 24041
  15376 | Wolf Rider's Padded Armor          |  46 |  0.01% |  0.01% |  0.00% | 24043
  15379 | Rageclaw Boots                     |  48 |  0.01% |  0.01% |  0.00% | 24045
  15380 | Rageclaw Bracers                   |  46 |  0.01% |  0.01% |  0.00% | 24043
  15382 | Rageclaw Cloak                     |  45 |  0.01% |  0.01% |  0.00% | 24041
  15386 | Rageclaw Shoulder Pads             |  48 |  0.01% |  0.01% |  0.00% | 24045
  15608 | Ancient Pauldrons                  |  44 |  0.01% |  0.01% |  0.00% | 24041
  15620 | Gryphon Mail Bracelets             |  47 |  0.01% |  0.01% |  0.00% | 24043
  15624 | Gryphon Cloak                      |  45 |  0.01% |  0.01% |  0.00% | 24041
   8194 | Goblin Nutcracker                  |  43 |  0.01% |  0.01% |  0.00% | 24039
  11973 | Hematite Link                      |  43 |  0.01% |  0.01% |  0.00% | 24039
  14429 | Windchaser Cuffs                   |  43 |  0.01% |  0.01% |  0.00% | 24039
  14776 | Ravager's Mantle                   |  43 |  0.01% |  0.01% |  0.00% | 24039
  15165 | Imposing Cape                      |  42 |  0.01% |  0.01% |  0.00% | 24039
  15592 | Steadfast Buckler                  |  43 |  0.01% |  0.01% |  0.00% | 24039
   1994 | Ebonclaw Reaver                    |  46 |  0.01% |  0.01% |  0.00% | 24043
  11974 | Aquamarine Ring                    |  46 |  0.01% |  0.01% |  0.00% | 24043
  12012 | Marsh Ring                         |  45 |  0.01% |  0.01% |  0.00% | 24041
  14257 | Lunar Leggings                     |  45 |  0.01% |  0.01% |  0.00% | 24041
  14263 | Bloodwoven Mask                    |  48 |  0.01% |  0.01% |  0.00% | 24045
  14272 | Gaea's Handwraps                   |  47 |  0.01% |  0.01% |  0.00% | 24043
  14273 | Gaea's Amice                       |  48 |  0.01% |  0.01% |  0.00% | 24045
  14425 | Silksand Wraps                     |  44 |  0.01% |  0.01% |  0.00% | 24041
  14654 | Scorpashi Wristbands               |  44 |  0.01% |  0.01% |  0.00% | 24041
  14656 | Scorpashi Cape                     |  44 |  0.01% |  0.01% |  0.00% | 24041
  14781 | Khan's Cloak                       |  44 |  0.01% |  0.01% |  0.00% | 24041
  14828 | Symbolic Greaves                   |  42 |  0.01% |  0.01% |  0.00% | 24041
  14829 | Symbolic Legplates                 |  42 |  0.01% |  0.01% |  0.00% | 24041
  14831 | Symbolic Crown                     |  43 |  0.01% |  0.01% |  0.00% | 24041
  14841 | Tyrant's Epaulets                  |  44 |  0.01% |  0.01% |  0.00% | 24041
  14905 | Brutish Gauntlets                  |  45 |  0.01% |  0.01% |  0.00% | 24041
  15166 | Imposing Gloves                    |  45 |  0.01% |  0.01% |  0.00% | 24041
  15378 | Rageclaw Belt                      |  46 |  0.01% |  0.01% |  0.00% | 24043
  15601 | Ancient Chestpiece                 |  46 |  0.01% |  0.01% |  0.00% | 24043
  15614 | Bonelink Sabatons                  |  45 |  0.01% |  0.01% |  0.00% | 24041
--------------
192 common items found.

 Found in WH only:
   3395 | Recipe: Limited Invulnerabilit|  50 |  0.01 | WH | --
   4300 | Pattern: Guardian Leather Brac|  39 |  0.00 | WH | --
   7453 | Pattern: Swift Boots          |  40 |  0.01 | WH | --
   7990 | Plans: Heavy Mithril Helm     |  49 |  0.01 | WH | --
--------------
4 WH-exclusive items found.

 Found in AC only:
    117 | Tough Jerky                   |   5 |  0.02 | ACDB | Direct
    159 | Refreshing Spring Water       |   5 |  0.02 | ACDB | Direct
    556 | Buzzard Beak                  |   1 |  0.42 | ACDB | Direct
    727 | Notched Shortsword            |  10 |  0.04 | ACDB | 24074
    754 | Shortsword of Vengeance       |  47 |  0.05 | ACDB | 24044
    774 | Malachite                     |   7 |  0.02 | ACDB | Direct
    818 | Tigerseye                     |  15 |  0.02 | ACDB | Direct
    867 | Gloves of Holy Might          |  42 |  0.03 | ACDB | 24080
    869 | Dazzling Longsword            |  41 |  0.03 | ACDB | 24079
    870 | Fiery War Axe                 |  40 |  0.03 | ACDB | 24079
    871 | Flurry Axe                    |  47 |  0.03 | ACDB | 24082
    873 | Staff of Jordan               |  40 |  0.03 | ACDB | 24079
    940 | Robes of Insight              |  47 |  0.03 | ACDB | 24082
   1169 | Blackskull Shield             |  46 |  0.03 | ACDB | 24082
   1204 | The Green Tower               |  41 |  0.03 | ACDB | 24079
   1364 | Ragged Leather Vest           |   5 |  0.09 | ACDB | 24073
   1366 | Ragged Leather Pants          |   2 |  0.09 | ACDB | 24073
   1367 | Ragged Leather Boots          |   3 |  0.09 | ACDB | 24073
   1368 | Ragged Leather Gloves         |   4 |  0.09 | ACDB | 24073
   1369 | Ragged Leather Belt           |   5 |  0.09 | ACDB | 24073
   1370 | Ragged Leather Bracers        |   4 |  0.09 | ACDB | 24073
   1372 | Ragged Cloak                  |   3 |  0.09 | ACDB | 24073
   1374 | Frayed Shoes                  |   4 |  0.09 | ACDB | 24073
   1376 | Frayed Cloak                  |   5 |  0.09 | ACDB | 24073
   1377 | Frayed Gloves                 |   3 |  0.09 | ACDB | 24073
   1378 | Frayed Pants                  |   2 |  0.09 | ACDB | 24073
   1380 | Frayed Robe                   |   4 |  0.09 | ACDB | 24073
   1411 | Withered Staff                |   8 |  0.09 | ACDB | 24073
   1412 | Crude Bastard Sword           |   7 |  0.09 | ACDB | 24073
   1413 | Feeble Sword                  |   8 |  0.09 | ACDB | 24073
   1414 | Cracked Sledge                |   9 |  0.09 | ACDB | 24073
   1415 | Carpenter's Mallet            |   9 |  0.09 | ACDB | 24073
   1416 | Rusty Hatchet                 |   9 |  0.09 | ACDB | 24073
   1417 | Beaten Battle Axe             |   8 |  0.09 | ACDB | 24073
   1418 | Worn Leather Belt             |   7 |  0.09 | ACDB | 24073
   1419 | Worn Leather Boots            |   8 |  0.09 | ACDB | 24073
   1420 | Worn Leather Bracers          |   9 |  0.09 | ACDB | 24073
   1421 | Worn Hide Cloak               |  10 |  0.09 | ACDB | 24073
   1422 | Worn Leather Gloves           |   6 |  0.09 | ACDB | 24073
   1423 | Worn Leather Pants            |   7 |  0.09 | ACDB | 24073
   1425 | Worn Leather Vest             |   9 |  0.09 | ACDB | 24073
   1427 | Patchwork Shoes               |  10 |  0.09 | ACDB | 24073
   1429 | Patchwork Cloak               |   6 |  0.09 | ACDB | 24073
   1430 | Patchwork Gloves              |   7 |  0.09 | ACDB | 24073
   1431 | Patchwork Pants               |   8 |  0.09 | ACDB | 24073
   1433 | Patchwork Armor               |   7 |  0.09 | ACDB | 24073
   1447 | Ring of Saviors               |  46 |  0.03 | ACDB | 24082
   1521 | Lumbering Ogre Axe            |  44 |  0.01 | ACDB | 24041
   1529 | Jade                          |  35 |  0.01 | ACDB | 24037
   1624 | Skullsplitter Helm            |  43 |  0.01 | ACDB | 24039
   1625 | Exquisite Flamberge           |  41 |  0.01 | ACDB | 24037
   1639 | Grinning Axe                  |  49 |  0.01 | ACDB | 24045
   1659 | Engineering Gloves            |  40 |  0.01 | ACDB | 24037
   1664 | Spellforce Rod                |  41 |  0.01 | ACDB | 24037
   1677 | Drake-scale Vest              |  46 |  0.01 | ACDB | 24043
   1680 | Headchopper                   |  44 |  0.01 | ACDB | 24041
   1685 | Troll-hide Bag                |  45 |  0.03 | ACDB | 24041
   1713 | Ankh of Life                  |  45 |  0.04 | ACDB | 24042
   1716 | Robe of the Magi              |  40 |  0.06 | ACDB | 24038
   1718 | Basilisk Hide Pants           |  43 |  0.06 | ACDB | 24040
   1720 | Tanglewood Staff              |  46 |  0.05 | ACDB | 24044
   1722 | Thornstone Sledgehammer       |  42 |  0.06 | ACDB | 24040
   1980 | Underworld Band               |  43 |  0.03 | ACDB | 24080
   1981 | Icemail Jerkin                |  44 |  0.03 | ACDB | 24081
   1986 | Gutrender                     |  41 |  0.01 | ACDB | 24037
   2138 | Sharpened Letter Opener       |   7 |  0.09 | ACDB | 24073
   2140 | Carving Knife                 |  11 |  0.04 | ACDB | 24074
   2164 | Gut Ripper                    |  45 |  0.03 | ACDB | 24081
   2210 | Battered Buckler              |   2 |  0.09 | ACDB | 24073
   2211 | Bent Large Shield             |   4 |  0.09 | ACDB | 24073
   2212 | Cracked Buckler               |   6 |  0.09 | ACDB | 24073
   2213 | Worn Large Shield             |   7 |  0.09 | ACDB | 24073
   2589 | Linen Cloth                   |   5 |  0.02 | ACDB | Direct
   2598 | Pattern: Red Linen Robe       |  10 |  0.02 | ACDB | Direct
   2623 | Holy Diadem                   |  41 |  0.01 | ACDB | 24037
   2624 | Thinking Cap                  |  42 |  0.01 | ACDB | 24039
   2635 | Loose Chain Belt              |   8 |  0.09 | ACDB | 24073
   2642 | Loose Chain Boots             |   9 |  0.09 | ACDB | 24073
   2643 | Loose Chain Bracers           |  10 |  0.09 | ACDB | 24073
   2644 | Loose Chain Cloak             |   6 |  0.09 | ACDB | 24073
   2645 | Loose Chain Gloves            |   7 |  0.09 | ACDB | 24073
   2646 | Loose Chain Pants             |   8 |  0.09 | ACDB | 24073
   2648 | Loose Chain Vest              |  10 |  0.09 | ACDB | 24073
   2649 | Flimsy Chain Belt             |   2 |  0.09 | ACDB | 24073
   2650 | Flimsy Chain Boots            |   3 |  0.09 | ACDB | 24073
   2651 | Flimsy Chain Bracers          |   4 |  0.09 | ACDB | 24073
   2652 | Flimsy Chain Cloak            |   5 |  0.09 | ACDB | 24073
   2653 | Flimsy Chain Gloves           |   4 |  0.09 | ACDB | 24073
   2654 | Flimsy Chain Pants            |   2 |  0.09 | ACDB | 24073
   2656 | Flimsy Chain Vest             |   5 |  0.09 | ACDB | 24073
   2772 | Iron Ore                      |  30 |  0.02 | ACDB | Direct
   2773 | Cracked Shortbow              |   8 |  0.09 | ACDB | 24073
   2774 | Rust-covered Blunderbuss      |   7 |  0.09 | ACDB | 24073
   2815 | Curve-bladed Ripper           |  45 |  0.04 | ACDB | 24042
   2838 | Heavy Stone                   |  25 |  0.02 | ACDB | Direct
   2957 | Journeyman's Vest             |  11 |  0.04 | ACDB | 24074
   2958 | Journeyman's Pants            |  10 |  0.04 | ACDB | 24074
   2961 | Burnt Leather Vest            |  11 |  0.04 | ACDB | 24074
   2962 | Burnt Leather Breeches        |  10 |  0.04 | ACDB | 24074
   2965 | Warrior's Tunic               |  11 |  0.04 | ACDB | 24074
   2966 | Warrior's Pants               |  10 |  0.04 | ACDB | 24074
   3363 | Frayed Belt                   |   3 |  0.09 | ACDB | 24073
   3365 | Frayed Bracers                |   5 |  0.09 | ACDB | 24073
   3370 | Patchwork Belt                |   8 |  0.09 | ACDB | 24073
   3373 | Patchwork Bracers             |   9 |  0.09 | ACDB | 24073
   3609 | Plans: Copper Chain Vest      |  10 |  0.02 | ACDB | Direct
   3873 | Plans: Golden Scale Cuirass   |  39 |  0.02 | ACDB | Direct
   4044 | Aurora Pants                  |  40 |  0.01 | ACDB | 24037
   4045 | Mistscape Bracers             |  42 |  0.01 | ACDB | 24039
   4046 | Mistscape Pants               |  45 |  0.01 | ACDB | 24041
   4047 | Mistscape Boots               |  43 |  0.01 | ACDB | 24039
   4058 | Glyphed Breastplate           |  41 |  0.01 | ACDB | 24037
   4060 | Glyphed Leggings              |  40 |  0.01 | ACDB | 24037
   4061 | Imperial Leather Bracers      |  42 |  0.01 | ACDB | 24039
   4062 | Imperial Leather Pants        |  45 |  0.01 | ACDB | 24041
   4063 | Imperial Leather Gloves       |  43 |  0.01 | ACDB | 24039
   4068 | Chief Brigadier Shield        |  40 |  0.01 | ACDB | 24037
   4069 | Blackforge Buckler            |  47 |  0.01 | ACDB | 24043
   4070 | Jouster's Crest               |  41 |  0.01 | ACDB | 24037
   4079 | Chief Brigadier Leggings      |  40 |  0.01 | ACDB | 24037
   4080 | Blackforge Cowl               |  45 |  0.01 | ACDB | 24041
   4082 | Blackforge Breastplate        |  47 |  0.01 | ACDB | 24043
   4083 | Blackforge Gauntlets          |  44 |  0.01 | ACDB | 24041
   4084 | Blackforge Leggings           |  46 |  0.01 | ACDB | 24043
   4087 | Trueshot Bow                  |  41 |  0.01 | ACDB | 24037
   4089 | Ricochet Blunderbuss          |  48 |  0.01 | ACDB | 24045
   4091 | Widowmaker                    |  47 |  0.05 | ACDB | 24044
   4417 | Schematic: Large Seaforium Cha|  40 |  0.02 | ACDB | Direct
   4561 | Scalping Tomahawk             |  11 |  0.04 | ACDB | 24074
   4562 | Severing Axe                  |  10 |  0.04 | ACDB | 24074
   4625 | Firebloom                     |  41 |  0.02 | ACDB | Direct
   4725 | Chief Brigadier Pauldrons     |  40 |  0.01 | ACDB | 24037
   4733 | Blackforge Pauldrons          |  46 |  0.01 | ACDB | 24043
   4734 | Mistscape Mantle              |  43 |  0.01 | ACDB | 24039
   4735 | Mistscape Cloak               |  41 |  0.01 | ACDB | 24037
   4736 | Mistscape Sash                |  42 |  0.01 | ACDB | 24039
   4737 | Imperial Leather Spaulders    |  44 |  0.01 | ACDB | 24041
   4738 | Imperial Leather Belt         |  42 |  0.01 | ACDB | 24039
   4775 | Cracked Bill                  |   1 |  0.02 | ACDB | Direct
   4776 | Ruffled Feather               |   1 |  0.02 | ACDB | Direct
   5011 | Welken Ring                   |  40 |  0.01 | ACDB | 24037
   5079 | Cold Basilisk Eye             |  40 |  0.01 | ACDB | 24037
   5215 | Ember Wand                    |  41 |  0.01 | ACDB | 24037
   5500 | Iridescent Pearl              |  25 |  0.02 | ACDB | Direct
   5608 | Living Cowl                   |  40 |  0.01 | ACDB | 24037
   5974 | Pattern: Guardian Cloak       |  37 |  0.02 | ACDB | Direct
   6411 | Chief Brigadier Armor         |  41 |  0.01 | ACDB | 24037
   6415 | Aurora Robe                   |  41 |  0.01 | ACDB | 24037
   6423 | Blackforge Greaves            |  45 |  0.01 | ACDB | 24041
   6424 | Blackforge Cape               |  42 |  0.01 | ACDB | 24039
   6425 | Blackforge Girdle             |  44 |  0.01 | ACDB | 24041
   6426 | Blackforge Bracers            |  43 |  0.01 | ACDB | 24039
   6427 | Mistscape Robe                |  46 |  0.01 | ACDB | 24043
   6428 | Mistscape Gloves              |  43 |  0.01 | ACDB | 24039
