 Found in both:
Item ID | Item Name                          | iLvl| WH Drp | AC Drp |  Diff  | AC RLT
  15354 | Headhunter's Cloak                 |  32 |  0.02% |  0.01% |  0.01% | 24050
  14200 | Thistlefur Cap                     |  35 |  0.00% |  0.01% |  0.01% | 24052
  14203 | Thistlefur Pants                   |  35 |  0.00% |  0.01% |  0.01% | 24052
  14411 | Stonecloth Gloves                  |  35 |  0.00% |  0.01% |  0.01% | 24052
  14593 | Hawkeye's Cloak                    |  35 |  0.00% |  0.01% |  0.01% | 24052
  15352 | Headhunter's Buckler               |  34 |  0.00% |  0.01% |  0.01% | 24052
  15571 | Marauder's Belt                    |  35 |  0.00% |  0.01% |  0.01% | 24052
  15579 | Sparkleshell Cloak                 |  35 |  0.00% |  0.01% |  0.01% | 24052
  14205 | Thistlefur Belt                    |  32 |  0.02% |  0.01% |  0.01% | 24050
  14212 | Vital Shoulders                    |  35 |  0.00% |  0.01% |  0.01% | 24052
  14584 | Dokebi Hat                         |  35 |  0.00% |  0.01% |  0.01% | 24052
  14753 | Slayer's Skullcap                  |  33 |  0.00% |  0.01% |  0.01% | 24050
  15140 | Cutthroat's Mantle                 |  34 |  0.00% |  0.01% |  0.01% | 24052
  15225 | Sequoia Hammer                     |  33 |  0.02% |  0.01% |  0.01% | 24050
  15346 | Pathfinder Vest                    |  32 |  0.02% |  0.01% |  0.01% | 24050
  15552 | Thick Scale Shield                 |  36 |  0.00% |  0.01% |  0.01% | 24054
  15566 | Marauder's Bracers                 |  35 |  0.00% |  0.01% |  0.01% | 24052
  11970 | Spinel Ring                        |  34 |  0.00% |  0.01% |  0.01% | 24052
  11985 | Cerulean Ring                      |  35 |  0.00% |  0.01% |  0.01% | 24052
  12029 | Greenstone Talisman                |  35 |  0.00% |  0.01% |  0.01% | 24052
  14196 | Thistlefur Sandals                 |  32 |  0.02% |  0.01% |  0.01% | 24050
  14210 | Vital Cape                         |  32 |  0.02% |  0.01% |  0.01% | 24050
  14585 | Dokebi Leggings                    |  32 |  0.02% |  0.01% |  0.01% | 24050
  15350 | Headhunter's Slippers              |  34 |  0.00% |  0.01% |  0.01% | 24052
  14397 | Resilient Mantle                   |  32 |  0.02% |  0.01% |  0.01% | 24050
  15548 | Thick Scale Gauntlets              |  32 |  0.02% |  0.01% |  0.01% | 24050
  14219 | Geomancer's Cloak                  |  34 |  0.01% |  0.01% |  0.01% | 24052
  14581 | Dokebi Chestguard                  |  33 |  0.01% |  0.01% |  0.01% | 24050
  15139 | Cutthroat's Pants                  |  33 |  0.01% |  0.01% |  0.01% | 24050
  15147 | Ghostwalker Cloak                  |  33 |  0.01% |  0.01% |  0.01% | 24050
  15536 | Wicked Chain Chestpiece            |  34 |  0.01% |  0.01% |  0.01% | 24052
  15541 | Wicked Chain Legguards             |  33 |  0.01% |  0.01% |  0.01% | 24050
  15551 | Thick Scale Legguards              |  35 |  0.01% |  0.01% |  0.01% | 24052
  15554 | Pillager's Girdle                  |  33 |  0.01% |  0.01% |  0.01% | 24050
   3037 | Whipwood Recurve Bow               |  34 |  0.02% |  0.01% |  0.01% | 24052
  14189 | Raincaller Cap                     |  32 |  0.02% |  0.01% |  0.01% | 24050
  14583 | Dokebi Gloves                      |  32 |  0.02% |  0.01% |  0.01% | 24050
  15148 | Ghostwalker Belt                   |  34 |  0.02% |  0.01% |  0.01% | 24052
  15962 | Satyr's Rod                        |  33 |  0.02% |  0.01% |  0.01% | 24050
  15145 | Ghostwalker Buckler                |  36 |  0.01% |  0.01% |  0.01% | 24054
   3197 | Stonecutter Claymore               |  35 |  0.01% |  0.01% |  0.00% | 24052
  14405 | Resilient Robe                     |  33 |  0.01% |  0.01% |  0.00% | 24050
  14408 | Stonecloth Boots                   |  35 |  0.01% |  0.01% |  0.00% | 24052
  14414 | Stonecloth Belt                    |  34 |  0.01% |  0.01% |  0.00% | 24052
  15339 | Pathfinder Hat                     |  34 |  0.01% |  0.01% |  0.00% | 24052
  15540 | Wicked Chain Helmet                |  34 |  0.01% |  0.01% |  0.00% | 24052
  15892 | Slayer's Shield                    |  32 |  0.01% |  0.01% |  0.00% | 24050
  14757 | Slayer's Pants                     |  32 |  0.01% |  0.01% |  0.00% | 24050
  15131 | Cutthroat's Boots                  |  32 |  0.01% |  0.01% |  0.00% | 24050
  11996 | Basalt Ring                        |  34 |  0.01% |  0.01% |  0.00% | 24052
  12039 | Tundra Necklace                    |  33 |  0.01% |  0.01% |  0.00% | 24050
  14199 | Thistlefur Gloves                  |  33 |  0.01% |  0.01% |  0.00% | 24050
  14416 | Stonecloth Bindings                |  34 |  0.01% |  0.01% |  0.00% | 24052
  15286 | Long Redwood Bow                   |  35 |  0.01% |  0.01% |  0.00% | 24052
  12028 | Basalt Necklace                    |  32 |  0.01% |  0.01% |  0.00% | 24050
  14587 | Dokebi Mantle                      |  32 |  0.01% |  0.01% |  0.00% | 24050
  15544 | Thick Scale Sabatons               |  32 |  0.01% |  0.01% |  0.00% | 24050
  15553 | Thick Scale Shoulder Pads          |  34 |  0.01% |  0.01% |  0.00% | 24052
   5213 | Scorching Wand                     |  35 |  0.01% |  0.01% |  0.00% | 24052
  14209 | Vital Sash                         |  33 |  0.01% |  0.01% |  0.00% | 24050
  14401 | Resilient Cap                      |  33 |  0.01% |  0.01% |  0.00% | 24050
  14759 | Enduring Bracers                   |  34 |  0.01% |  0.01% |  0.00% | 24052
  15556 | Pillager's Bracers                 |  32 |  0.01% |  0.01% |  0.00% | 24050
   2080 | Hillborne Axe                      |  34 |  0.01% |  0.01% |  0.00% | 24052
  12009 | Tundra Ring                        |  33 |  0.01% |  0.01% |  0.00% | 24050
  14201 | Thistlefur Mantle                  |  34 |  0.01% |  0.01% |  0.00% | 24052
  14211 | Vital Handwraps                    |  34 |  0.01% |  0.01% |  0.00% | 24052
  14214 | Vital Boots                        |  34 |  0.01% |  0.01% |  0.00% | 24052
  14751 | Slayer's Surcoat                   |  33 |  0.01% |  0.01% |  0.00% | 24050
  14761 | Enduring Belt                      |  34 |  0.01% |  0.01% |  0.00% | 24052
  15130 | Cutthroat's Vest                   |  34 |  0.01% |  0.01% |  0.00% | 24052
  15137 | Cutthroat's Mitts                  |  33 |  0.01% |  0.01% |  0.00% | 24050
  15355 | Headhunter's Mitts                 |  34 |  0.01% |  0.01% |  0.00% | 24052
  15555 | Pillager's Boots                   |  33 |  0.01% |  0.01% |  0.00% | 24050
  15560 | Pillager's Gloves                  |  34 |  0.01% |  0.01% |  0.00% | 24052
   3864 | Citrine                            |  40 |  0.03% |  0.02% |  0.00% | Direct
  14404 | Resilient Leggings                 |  33 |  0.01% |  0.01% |  0.00% | 24050
  14763 | Enduring Cape                      |  32 |  0.01% |  0.01% |  0.00% | 24050
  15976 | Thistlefur Branch                  |  36 |  0.01% |  0.01% |  0.00% | 24054
  12019 | Cerulean Talisman                  |  32 |  0.01% |  0.01% |  0.00% | 24050
  15349 | Headhunter's Belt                  |  33 |  0.01% |  0.01% |  0.00% | 24050
  15568 | Marauder's Cloak                   |  33 |  0.01% |  0.01% |  0.00% | 24050
  14398 | Resilient Tunic                    |  33 |  0.01% |  0.01% |  0.00% | 24050
  14409 | Stonecloth Cape                    |  33 |  0.01% |  0.01% |  0.00% | 24050
  15143 | Ghostwalker Bindings               |  33 |  0.01% |  0.01% |  0.00% | 24050
--------------
167 common items found.

 Found in WH only:
    865 | Leaden Mace                   |  31 |  0.04 | WH | --
   3041 | "Mage-Eye" Blunderbuss        |  31 |  0.05 | WH | --
   3186 | Viking Sword                  |  30 |  0.01 | WH | --
   3210 | Brutal War Axe                |  30 |  0.02 | WH | --
   3608 | Plans: Mighty Iron Hammer     |  29 |  0.00 | WH | --
   3612 | Plans: Green Iron Gauntlets   |  30 |  0.00 | WH | --
   5002 | Glowing Green Talisman        |  30 |  0.01 | WH | --
   5003 | Crystal Starfire Medallion    |  31 |  0.01 | WH | --
   5007 | Band of Thorns                |  31 |  0.01 | WH | --
  12047 | Spectral Necklace             |  30 |  0.01 | WH | --
  14178 | Watcher's Cap                 |  31 |  0.03 | WH | --
  14180 | Watcher's Jerkin              |  30 |  0.01 | WH | --
  14183 | Watcher's Leggings            |  30 |  0.01 | WH | --
  14184 | Watcher's Robes               |  30 |  0.01 | WH | --
  14190 | Raincaller Vest               |  31 |  0.02 | WH | --
  14191 | Raincaller Mitts              |  30 |  0.01 | WH | --
  14192 | Raincaller Robes              |  31 |  0.01 | WH | --
  14193 | Raincaller Pants              |  31 |  0.03 | WH | --
  14197 | Thistlefur Bands              |  30 |  0.01 | WH | --
  14198 | Thistlefur Cloak              |  31 |  0.02 | WH | --
  14399 | Resilient Boots               |  31 |  0.03 | WH | --
  14403 | Resilient Handgrips           |  31 |  0.02 | WH | --
  14406 | Resilient Cord                |  30 |  0.02 | WH | --
  14579 | Dokebi Boots                  |  31 |  0.02 | WH | --
  14608 | Dokebi Buckler                |  31 |  0.01 | WH | --
  14758 | Slayer's Shoulderguards       |  31 |  0.02 | WH | --
  15127 | Robust Shoulders              |  30 |  0.01 | WH | --
  15128 | Robust Tunic                  |  31 |  0.03 | WH | --
  15129 | Robust Helm                   |  31 |  0.02 | WH | --
  15135 | Cutthroat's Cape              |  30 |  0.01 | WH | --
  15136 | Cutthroat's Belt              |  31 |  0.01 | WH | --
  15231 | Splitting Hatchet             |  31 |  0.07 | WH | --
  15242 | Honed Stiletto                |  30 |  0.02 | WH | --
  15341 | Pathfinder Footpads           |  30 |  0.01 | WH | --
  15342 | Pathfinder Guard              |  30 |  0.01 | WH | --
  15343 | Pathfinder Gloves             |  30 |  0.01 | WH | --
  15344 | Pathfinder Pants              |  31 |  0.01 | WH | --
  15345 | Pathfinder Shoulder Pads      |  31 |  0.01 | WH | --
  15351 | Headhunter's Bands            |  30 |  0.01 | WH | --
  15518 | Spiked Chain Breastplate      |  30 |  0.01 | WH | --
  15524 | Sentry's Surcoat              |  31 |  0.01 | WH | --
  15530 | Sentry's Shield               |  31 |  0.01 | WH | --
  15531 | Sentry's Shoulderguards       |  30 |  0.00 | WH | --
  15533 | Sentry's Headdress            |  31 |  0.02 | WH | --
  15534 | Wicked Chain Boots            |  31 |  0.02 | WH | --
  15538 | Wicked Chain Gauntlets        |  30 |  0.01 | WH | --
  15539 | Wicked Chain Waistband        |  30 |  0.01 | WH | --
  15545 | Thick Scale Bracelets         |  30 |  0.01 | WH | --
  15549 | Thick Scale Belt              |  31 |  0.02 | WH | --
  15559 | Pillager's Cloak              |  31 |  0.02 | WH | --
  15973 | Watcher's Star                |  30 |  0.00 | WH | --
  15975 | Raincaller Scepter            |  31 |  0.02 | WH | --
  20974 | Design: Jade Pendant of Blasti|  36 |  0.00 | WH | --
--------------
53 WH-exclusive items found.

 Found in AC only:
    720 | Brawler Gloves                |  28 |  0.06 | ACDB | 24069
    863 | Gloom Reaper                  |  37 |  0.01 | ACDB | 24054
    897 | Madwolf Bracers               |  29 |  0.01 | ACDB | 24068
   1351 | Fingerbone Bracers            |  28 |  0.01 | ACDB | 24068
   1522 | Headhunting Spear             |  36 |  0.01 | ACDB | 24054
   1523 | Huge Stone Club               |  36 |  0.01 | ACDB | 24054
   1990 | Ballast Maul                  |  36 |  0.01 | ACDB | 24054
   1993 | Ogremind Ring                 |  36 |  0.01 | ACDB | 24054
   1996 | Voodoo Band                   |  37 |  0.01 | ACDB | 24054
   1997 | Pressed Felt Robe             |  34 |  0.01 | ACDB | 24052
   1998 | Bloodscalp Channeling Staff   |  33 |  0.01 | ACDB | 24050
   2015 | Black Metal War Axe           |  28 |  0.01 | ACDB | 24068
   2017 | Glowing Leather Bracers       |  28 |  0.01 | ACDB | 24068
   2077 | Magician Staff                |  29 |  0.01 | ACDB | 24068
   2277 | Necromancer Leggings          |  35 |  0.05 | ACDB | 24053
   2453 | Bruiseweed                    |  20 |  0.02 | ACDB | Direct
   2565 | Rod of Molten Fire            |  35 |  0.05 | ACDB | 24053
   2621 | Cowl of Necromancy            |  36 |  0.01 | ACDB | 24054
   2772 | Iron Ore                      |  30 |  0.02 | ACDB | Direct
   2819 | Cross Dagger                  |  28 |  0.01 | ACDB | 24068
   2836 | Coarse Stone                  |  15 |  0.02 | ACDB | Direct
   2838 | Heavy Stone                   |  25 |  0.02 | ACDB | Direct
   2877 | Combatant Claymore            |  33 |  0.05 | ACDB | 24051
   2878 | Bearded Boneaxe               |  30 |  0.04 | ACDB | 24049
   3020 | Enduring Cap                  |  33 |  0.05 | ACDB | 24051
   3053 | Humbert's Chestpiece          |  28 |  0.01 | ACDB | 24068
   3201 | Barbarian War Axe             |  28 |  0.01 | ACDB | 24068
   3203 | Dense Triangle Mace           |  28 |  0.06 | ACDB | 24069
   3206 | Cavalier Two-hander           |  28 |  0.01 | ACDB | 24068
   3341 | Gauntlets of Ogre Strength    |  32 |  0.01 | ACDB | 24050
   3345 | Silk Wizard Hat               |  37 |  0.01 | ACDB | 24054
   3355 | Wild Steelbloom               |  22 |  0.02 | ACDB | Direct
   3356 | Kingsblood                    |  24 |  0.02 | ACDB | Direct
   3611 | Plans: Green Iron Boots       |  29 |  0.02 | ACDB | Direct
   3831 | Recipe: Major Troll's Blood El|  36 |  0.02 | ACDB | Direct
   3869 | Plans: Shadow Crescent Axe    |  40 |  0.02 | ACDB | Direct
   3873 | Plans: Golden Scale Cuirass   |  39 |  0.02 | ACDB | Direct
   4038 | Nightsky Robe                 |  37 |  0.01 | ACDB | 24054
   4039 | Nightsky Cowl                 |  35 |  0.01 | ACDB | 24052
   4040 | Nightsky Gloves               |  34 |  0.01 | ACDB | 24052
   4049 | Emblazoned Bracers            |  28 |  0.01 | ACDB | 24068
   4052 | Insignia Cap                  |  35 |  0.01 | ACDB | 24052
   4054 | Insignia Leggings             |  35 |  0.01 | ACDB | 24052
   4055 | Insignia Boots                |  34 |  0.01 | ACDB | 24052
   4057 | Insignia Chestguard           |  36 |  0.01 | ACDB | 24054
   4059 | Glyphed Bracers               |  37 |  0.01 | ACDB | 24054
   4065 | Combat Shield                 |  36 |  0.01 | ACDB | 24054
   4066 | Insignia Buckler              |  35 |  0.01 | ACDB | 24052
   4074 | Mail Combat Armor             |  36 |  0.01 | ACDB | 24054
   4075 | Mail Combat Gauntlets         |  34 |  0.01 | ACDB | 24052
   4076 | Mail Combat Boots             |  35 |  0.01 | ACDB | 24052
   4077 | Mail Combat Headguard         |  35 |  0.01 | ACDB | 24052
   4296 | Pattern: Dark Leather Shoulder|  28 |  0.02 | ACDB | Direct
   4300 | Pattern: Guardian Leather Brac|  39 |  0.02 | ACDB | Direct
   4416 | Schematic: Goblin Land Mine   |  39 |  0.02 | ACDB | Direct
   4425 | Scroll of Agility III         |  40 |  0.02 | ACDB | Direct
   4711 | Glimmering Cloak              |  28 |  0.01 | ACDB | 24068
   4712 | Glimmering Mail Girdle        |  29 |  0.01 | ACDB | 24068
   4716 | Combat Cloak                  |  32 |  0.01 | ACDB | 24050
   4717 | Mail Combat Belt              |  34 |  0.01 | ACDB | 24052
   4718 | Nightsky Mantle               |  35 |  0.01 | ACDB | 24052
   4719 | Nightsky Cloak                |  32 |  0.01 | ACDB | 24050
   4720 | Nightsky Sash                 |  33 |  0.01 | ACDB | 24050
   4721 | Insignia Mantle               |  35 |  0.01 | ACDB | 24052
   4722 | Insignia Cloak                |  32 |  0.01 | ACDB | 24050
   4723 | Humbert's Pants               |  29 |  0.01 | ACDB | 24068
   4726 | Chief Brigadier Cloak         |  36 |  0.01 | ACDB | 24054
   4732 | Glyphed Cloak                 |  37 |  0.01 | ACDB | 24054
   4867 | Broken Scorpid Leg            |   1 | 30.02 | ACDB | Direct
   4872 | Dry Scorpid Eye               |   1 | 20.18 | ACDB | Direct
   5009 | Mindbender Loop               |  36 |  0.01 | ACDB | 24054
   5245 | Summoner's Wand               |  34 |  0.01 | ACDB | 24052
   5543 | Plans: Iridescent Hammer      |  28 |  0.02 | ACDB | Direct
   5755 | Onyx Shredder Plate           |  35 |  0.01 | ACDB | 24052
   6044 | Plans: Iron Shield Spike      |  30 |  0.02 | ACDB | Direct
   6387 | Glimmering Mail Bracers       |  29 |  0.01 | ACDB | 24068
   6393 | Silver-thread Gloves          |  28 |  0.01 | ACDB | 24068
   6395 | Silver-thread Amice           |  29 |  0.01 | ACDB | 24068
   6396 | Emblazoned Chestpiece         |  32 |  0.01 | ACDB | 24050
   6397 | Emblazoned Gloves             |  29 |  0.01 | ACDB | 24068
   6398 | Emblazoned Belt               |  29 |  0.01 | ACDB | 24068
   6402 | Mail Combat Leggings          |  36 |  0.01 | ACDB | 24054
   6403 | Mail Combat Armguards         |  33 |  0.01 | ACDB | 24050
   6404 | Mail Combat Spaulders         |  35 |  0.01 | ACDB | 24052
   6405 | Nightsky Trousers             |  36 |  0.01 | ACDB | 24054
   6406 | Nightsky Boots                |  34 |  0.01 | ACDB | 24052
   6407 | Nightsky Wristbands           |  33 |  0.01 | ACDB | 24050
   6408 | Insignia Gloves               |  34 |  0.01 | ACDB | 24052
   6409 | Insignia Belt                 |  34 |  0.01 | ACDB | 24052
   6410 | Insignia Bracers              |  33 |  0.01 | ACDB | 24050
   6413 | Chief Brigadier Bracers       |  37 |  0.01 | ACDB | 24054
   6417 | Aurora Cloak                  |  37 |  0.01 | ACDB | 24054
   6418 | Aurora Sash                   |  37 |  0.01 | ACDB | 24054
   6590 | Battleforge Boots             |  29 |  0.01 | ACDB | 24068
   6592 | Battleforge Armor             |  29 |  0.01 | ACDB | 24068
   6594 | Battleforge Girdle            |  28 |  0.01 | ACDB | 24068
   6595 | Battleforge Gauntlets         |  28 |  0.01 | ACDB | 24068
   6596 | Battleforge Legguards         |  28 |  0.01 | ACDB | 24068
   6597 | Battleforge Shoulderguards    |  28 |  0.01 | ACDB | 24068
   6598 | Dervish Buckler               |  28 |  0.01 | ACDB | 24068
   6599 | Battleforge Shield            |  29 |  0.01 | ACDB | 24068
   6601 | Dervish Boots                 |  28 |  0.01 | ACDB | 24068
   6605 | Dervish Gloves                |  28 |  0.01 | ACDB | 24068
   6609 | Sage's Cloth                  |  32 |  0.01 | ACDB | 24050
   6610 | Sage's Robe                   |  32 |  0.01 | ACDB | 24050
   6611 | Sage's Sash                   |  29 |  0.01 | ACDB | 24068
   6612 | Sage's Boots                  |  28 |  0.01 | ACDB | 24068
   6613 | Sage's Bracers                |  28 |  0.01 | ACDB | 24068
   6614 | Sage's Cloak                  |  28 |  0.01 | ACDB | 24068
   6615 | Sage's Gloves                 |  29 |  0.01 | ACDB | 24068
   6616 | Sage's Pants                  |  32 |  0.01 | ACDB | 24050
   7086 | Pattern: Earthen Silk Belt    |  39 |  0.02 | ACDB | Direct
   7091 | Pattern: Truefaith Gloves     |  30 |  0.02 | ACDB | Direct
   7092 | Pattern: Hands of Darkness    |  29 |  0.02 | ACDB | Direct
   7111 | Nightsky Armor                |  37 |  0.01 | ACDB | 24054
   7330 | Infiltrator Buckler           |  33 |  0.01 | ACDB | 24050
   7331 | Phalanx Shield                |  34 |  0.01 | ACDB | 24052
   7353 | Elder's Padded Armor          |  35 |  0.01 | ACDB | 24052
   7354 | Elder's Boots                 |  33 |  0.01 | ACDB | 24050
   7357 | Elder's Hat                   |  34 |  0.01 | ACDB | 24052
   7364 | Pattern: Heavy Earthen Gloves |  29 |  0.02 | ACDB | Direct
   7366 | Elder's Gloves                |  32 |  0.01 | ACDB | 24050
   7367 | Elder's Mantle                |  33 |  0.01 | ACDB | 24050
   7368 | Elder's Pants                 |  34 |  0.01 | ACDB | 24052
   7369 | Elder's Robe                  |  35 |  0.01 | ACDB | 24052
   7406 | Infiltrator Cord              |  32 |  0.01 | ACDB | 24050
   7407 | Infiltrator Armor             |  35 |  0.01 | ACDB | 24052
   7408 | Infiltrator Shoulders         |  33 |  0.01 | ACDB | 24050
   7409 | Infiltrator Boots             |  33 |  0.01 | ACDB | 24050
   7412 | Infiltrator Gloves            |  32 |  0.01 | ACDB | 24050
   7413 | Infiltrator Cap               |  33 |  0.01 | ACDB | 24050
   7414 | Infiltrator Pants             |  34 |  0.01 | ACDB | 24052
   7415 | Dervish Spaulders             |  29 |  0.01 | ACDB | 24068
   7417 | Phalanx Boots                 |  34 |  0.01 | ACDB | 24052
   7418 | Phalanx Breastplate           |  35 |  0.01 | ACDB | 24052
   7420 | Phalanx Headguard             |  33 |  0.01 | ACDB | 24050
