 Found in both:
Item ID | Item Name                         | iLvl| WH Drp | AC Drp |  Diff  | AC RLT
  13108 | Tigerstrike Mantle                |  34 |  0.02% |  0.05% |  0.03% | 24053
  13124 | Ravasaur Scale Boots              |  35 |  0.02% |  0.05% |  0.03% | 24053
   8748 | Double Mail Coif                  |  30 |  0.15% |  0.12% |  0.03% | 24058
   2289 | Scroll of Strength II             |  35 |  0.55% |  0.52% |  0.03% | Direct
   3796 | Interlaced Gloves                 |  33 |  0.15% |  0.13% |  0.02% | 24047
   3804 | Hardened Leather Gloves           |  36 |  0.15% |  0.13% |  0.02% | 24047
   3810 | Double Mail Bracers               |  38 |  0.15% |  0.13% |  0.02% | 24047
   3815 | Double Mail Vest                  |  33 |  0.15% |  0.13% |  0.02% | 24047
   8746 | Interlaced Cowl                   |  33 |  0.15% |  0.13% |  0.02% | 24047
   8747 | Hardened Leather Helm             |  35 |  0.15% |  0.13% |  0.02% | 24047
   4614 | Pendant of Myzrael                |  35 |  0.04% |  0.02% |  0.02% | Direct
   3793 | Interlaced Boots                  |  32 |  0.11% |  0.13% |  0.02% | 24047
   3794 | Interlaced Bracers                |  38 |  0.11% |  0.13% |  0.02% | 24047
   3811 | Double-stitched Cloak             |  37 |  0.11% |  0.13% |  0.02% | 24047
   3814 | Double Mail Shoulderpads          |  39 |  0.11% |  0.13% |  0.02% | 24047
    863 | Gloom Reaper                      |  37 |  0.02% |  0.01% |  0.01% | 24054
   1465 | Tigerbane                         |  38 |  0.02% |  0.01% |  0.01% | 24056
   4057 | Insignia Chestguard               |  36 |  0.02% |  0.01% |  0.01% | 24054
   4067 | Glyphed Buckler                   |  39 |  0.02% |  0.01% |  0.01% | 24056
   4727 | Chief Brigadier Girdle            |  38 |  0.02% |  0.01% |  0.01% | 24056
   4732 | Glyphed Cloak                     |  37 |  0.02% |  0.01% |  0.01% | 24054
   6402 | Mail Combat Leggings              |  36 |  0.02% |  0.01% |  0.01% | 24054
   6405 | Nightsky Trousers                 |  36 |  0.02% |  0.01% |  0.01% | 24054
   6418 | Aurora Sash                       |  37 |  0.02% |  0.01% |  0.01% | 24054
   6419 | Glyphed Mitts                     |  38 |  0.02% |  0.01% |  0.01% | 24056
   6421 | Glyphed Belt                      |  38 |  0.02% |  0.01% |  0.01% | 24056
   7435 | Twilight Mantle                   |  38 |  0.02% |  0.01% |  0.01% | 24056
   7444 | Sentinel Boots                    |  37 |  0.02% |  0.01% |  0.01% | 24054
   7465 | Knight's Crest                    |  39 |  0.02% |  0.01% |  0.01% | 24056
   9844 | Conjurer's Vest                   |  38 |  0.02% |  0.01% |  0.01% | 24056
   9849 | Conjurer's Hood                   |  36 |  0.02% |  0.01% |  0.01% | 24054
   9862 | Archer's Trousers                 |  37 |  0.02% |  0.01% |  0.01% | 24054
   9864 | Renegade Boots                    |  36 |  0.02% |  0.01% |  0.01% | 24054
  11971 | Amethyst Band                     |  37 |  0.02% |  0.01% |  0.01% | 24054
  11997 | Greenstone Circle                 |  38 |  0.02% |  0.01% |  0.01% | 24056
  15226 | Giant Club                        |  37 |  0.02% |  0.01% |  0.01% | 24054
  15260 | Stone Hammer                      |  38 |  0.02% |  0.01% |  0.01% | 24056
  15918 | Conjurer's Sphere                 |  38 |  0.02% |  0.01% |  0.01% | 24056
   4075 | Mail Combat Gauntlets             |  34 |  0.02% |  0.01% |  0.01% | 24052
   4076 | Mail Combat Boots                 |  35 |  0.02% |  0.01% |  0.01% | 24052
   4077 | Mail Combat Headguard             |  35 |  0.02% |  0.01% |  0.01% | 24052
   6404 | Mail Combat Spaulders             |  35 |  0.02% |  0.01% |  0.01% | 24052
   7331 | Phalanx Shield                    |  34 |  0.02% |  0.01% |  0.01% | 24052
   7357 | Elder's Hat                       |  34 |  0.02% |  0.01% |  0.01% | 24052
   7369 | Elder's Robe                      |  35 |  0.02% |  0.01% |  0.01% | 24052
   7417 | Phalanx Boots                     |  34 |  0.02% |  0.01% |  0.01% | 24052
   7460 | Knight's Cloak                    |  34 |  0.02% |  0.01% |  0.01% | 24052
   9853 | Conjurer's Cinch                  |  34 |  0.02% |  0.01% |  0.01% | 24052
   9868 | Renegade Gauntlets                |  35 |  0.02% |  0.01% |  0.01% | 24052
  11970 | Spinel Ring                       |  34 |  0.02% |  0.01% |  0.01% | 24052
   3795 | Interlaced Cloak                  |  36 |  0.13% |  0.13% |  0.00% | 24047
   3800 | Hardened Leather Belt             |  39 |  0.13% |  0.13% |  0.00% | 24047
   3809 | Double Mail Boots                 |  32 |  0.13% |  0.13% |  0.00% | 24047
   3866 | Plans: Jade Serpentblade          |  35 |  0.02% |  0.02% |  0.00% | Direct
   4414 | Schematic: Portable Bronze Mortar |  33 |  0.02% |  0.02% |  0.00% | Direct
--------------
133 common items found.

 Found in WH only:
    936 | Midnight Mace                 |  38 |  0.02 | WH | --
   3396 | Recipe: Elixir of Lesser Agili|  28 |  0.04 | WH | --
   3832 | Recipe: Elixir of Detect Lesse|  39 |  0.02 | WH | --
   3867 | Plans: Golden Iron Destroyer  |  34 |  0.02 | WH | --
   3870 | Plans: Green Iron Shoulders   |  32 |  0.07 | WH | --
--------------
5 WH-exclusive items found.

 Found in AC only:
    934 | Stalvan's Reaper              |  37 |  0.05 | ACDB | 24055
   1206 | Moss Agate                    |  25 |  0.12 | ACDB | 24058
   1207 | Murphstar                     |  39 |  0.01 | ACDB | 24056
   1280 | Cloaked Hood                  |  38 |  0.01 | ACDB | 24056
   1477 | Scroll of Agility II          |  25 |  0.28 | ACDB | Direct
   1522 | Headhunting Spear             |  36 |  0.01 | ACDB | 24054
   1523 | Huge Stone Club               |  36 |  0.01 | ACDB | 24054
   1707 | Stormwind Brie                |  35 |  0.02 | ACDB | Direct
   1711 | Scroll of Stamina II          |  20 |  0.46 | ACDB | Direct
   1726 | Poison-tipped Bone Spear      |  36 |  0.05 | ACDB | 24055
   1754 | Reinforced Chain Belt         |  26 |  0.12 | ACDB | 24058
   1755 | Reinforced Chain Boots        |  27 |  0.12 | ACDB | 24058
   1756 | Reinforced Chain Bracers      |  28 |  0.12 | ACDB | 24058
   1757 | Reinforced Chain Cloak        |  29 |  0.12 | ACDB | 24058
   1758 | Reinforced Chain Gloves       |  30 |  0.12 | ACDB | 24058
   1759 | Reinforced Chain Pants        |  26 |  0.12 | ACDB | 24058
   1760 | Reinforced Chain Shoulderpads |  27 |  0.12 | ACDB | 24058
   1761 | Reinforced Chain Vest         |  28 |  0.12 | ACDB | 24058
   1780 | Cross-stitched Sandals        |  29 |  0.12 | ACDB | 24058
   1782 | Cross-stitched Cloak          |  30 |  0.12 | ACDB | 24058
   1783 | Cross-stitched Gloves         |  26 |  0.12 | ACDB | 24058
   1784 | Cross-stitched Pants          |  27 |  0.12 | ACDB | 24058
   1785 | Cross-stitched Shoulderpads   |  28 |  0.12 | ACDB | 24058
   1786 | Cross-stitched Vest           |  29 |  0.12 | ACDB | 24058
   1803 | Tough Leather Belt            |  30 |  0.12 | ACDB | 24058
   1804 | Tough Leather Boots           |  26 |  0.12 | ACDB | 24058
   1805 | Tough Leather Bracers         |  27 |  0.12 | ACDB | 24058
   1806 | Tough Cloak                   |  28 |  0.12 | ACDB | 24058
   1807 | Tough Leather Gloves          |  29 |  0.12 | ACDB | 24058
   1808 | Tough Leather Pants           |  30 |  0.12 | ACDB | 24058
   1809 | Tough Leather Shoulderpads    |  26 |  0.12 | ACDB | 24058
   1810 | Tough Leather Armor           |  27 |  0.12 | ACDB | 24058
   1825 | Bulky Bludgeon                |  28 |  0.12 | ACDB | 24058
   1826 | Rock Maul                     |  27 |  0.12 | ACDB | 24058
   1827 | Meat Cleaver                  |  27 |  0.12 | ACDB | 24058
   1828 | Stone War Axe                 |  27 |  0.12 | ACDB | 24058
   1829 | Short Cutlass                 |  29 |  0.12 | ACDB | 24058
   1830 | Long Bastard Sword            |  28 |  0.12 | ACDB | 24058
   1831 | Oaken War Staff               |  28 |  0.12 | ACDB | 24058
   1988 | Chief Brigadier Gauntlets     |  38 |  0.01 | ACDB | 24056
   1993 | Ogremind Ring                 |  36 |  0.01 | ACDB | 24054
   1996 | Voodoo Band                   |  37 |  0.01 | ACDB | 24054
   1997 | Pressed Felt Robe             |  34 |  0.01 | ACDB | 24052
   2221 | Targe Shield                  |  28 |  0.12 | ACDB | 24058
   2222 | Tower Shield                  |  29 |  0.12 | ACDB | 24058
   2276 | Swampwalker Boots             |  37 |  0.05 | ACDB | 24055
   2277 | Necromancer Leggings          |  35 |  0.05 | ACDB | 24053
   2290 | Scroll of Intellect II        |  25 |  0.76 | ACDB | Direct
   2299 | Burning War Axe               |  33 |  0.05 | ACDB | 24051
   2565 | Rod of Molten Fire            |  35 |  0.05 | ACDB | 24053
   2620 | Augural Shroud                |  39 |  0.01 | ACDB | 24056
   2621 | Cowl of Necromancy            |  36 |  0.01 | ACDB | 24054
   2721 | Holy Shroud                   |  32 |  0.05 | ACDB | 24051
   2766 | Deft Stiletto                 |  29 |  0.12 | ACDB | 24058
   2785 | Stiff Recurve Bow             |  28 |  0.12 | ACDB | 24058
   2786 | Oiled Blunderbuss             |  29 |  0.12 | ACDB | 24058
   2836 | Coarse Stone                  |  15 |  0.02 | ACDB | Direct
   2838 | Heavy Stone                   |  25 |  0.02 | ACDB | Direct
   2912 | Claw of the Shadowmancer      |  32 |  0.05 | ACDB | 24051
   2951 | Ring of the Underwood         |  36 |  0.05 | ACDB | 24055
   2997 | Bolt of Woolen Cloth          |  25 |  0.02 | ACDB | Direct
   3020 | Enduring Cap                  |  33 |  0.05 | ACDB | 24051
   3345 | Silk Wizard Hat               |  37 |  0.01 | ACDB | 24054
   3380 | Cross-stitched Belt           |  30 |  0.12 | ACDB | 24058
   3381 | Cross-stitched Bracers        |  28 |  0.12 | ACDB | 24058
   3612 | Plans: Green Iron Gauntlets   |  30 |  0.02 | ACDB | Direct
   3830 | Recipe: Elixir of Fortitude   |  35 |  0.02 | ACDB | Direct
   3868 | Plans: Frost Tiger Blade      |  40 |  0.02 | ACDB | Direct
   3869 | Plans: Shadow Crescent Axe    |  40 |  0.02 | ACDB | Direct
   3872 | Plans: Golden Scale Leggings  |  34 |  0.04 | ACDB | Direct
   3873 | Plans: Golden Scale Cuirass   |  39 |  0.02 | ACDB | Direct
   3874 | Plans: Polished Steel Boots   |  37 |  0.02 | ACDB | Direct
   4038 | Nightsky Robe                 |  37 |  0.01 | ACDB | 24054
   4039 | Nightsky Cowl                 |  35 |  0.01 | ACDB | 24052
   4041 | Aurora Cowl                   |  39 |  0.01 | ACDB | 24056
   4042 | Aurora Gloves                 |  39 |  0.01 | ACDB | 24056
   4043 | Aurora Bracers                |  38 |  0.01 | ACDB | 24056
   4054 | Insignia Leggings             |  35 |  0.01 | ACDB | 24052
   4055 | Insignia Boots                |  34 |  0.01 | ACDB | 24052
   4059 | Glyphed Bracers               |  37 |  0.01 | ACDB | 24054
   4066 | Insignia Buckler              |  35 |  0.01 | ACDB | 24052
   4078 | Chief Brigadier Coif          |  39 |  0.01 | ACDB | 24056
   4299 | Pattern: Guardian Armor       |  35 |  0.02 | ACDB | Direct
   4352 | Pattern: Boots of the Enchante|  35 |  0.02 | ACDB | Direct
   4353 | Pattern: Spider Belt          |  36 |  0.02 | ACDB | Direct
   4417 | Schematic: Large Seaforium Cha|  40 |  0.02 | ACDB | Direct
   4717 | Mail Combat Belt              |  34 |  0.01 | ACDB | 24052
   4726 | Chief Brigadier Cloak         |  36 |  0.01 | ACDB | 24054
   4729 | Aurora Mantle                 |  39 |  0.01 | ACDB | 24056
   4731 | Glyphed Epaulets              |  39 |  0.01 | ACDB | 24056
   5245 | Summoner's Wand               |  34 |  0.01 | ACDB | 24052
   5624 | Circlet of the Order          |  38 |  0.01 | ACDB | 24056
   5755 | Onyx Shredder Plate           |  35 |  0.01 | ACDB | 24052
   5774 | Pattern: Green Silk Pack      |  35 |  0.02 | ACDB | Direct
   6045 | Plans: Iron Counterweight     |  33 |  0.04 | ACDB | Direct
   6409 | Insignia Belt                 |  34 |  0.01 | ACDB | 24052
   6412 | Chief Brigadier Boots         |  39 |  0.01 | ACDB | 24056
   6413 | Chief Brigadier Bracers       |  37 |  0.01 | ACDB | 24054
   6416 | Aurora Boots                  |  38 |  0.01 | ACDB | 24056
   6417 | Aurora Cloak                  |  37 |  0.01 | ACDB | 24054
   6420 | Glyphed Boots                 |  39 |  0.01 | ACDB | 24056
   6422 | Glyphed Helm                  |  39 |  0.01 | ACDB | 24056
   7086 | Pattern: Earthen Silk Belt    |  39 |  0.02 | ACDB | Direct
   7360 | Pattern: Dark Leather Gloves  |  25 |  0.02 | ACDB | Direct
   7414 | Infiltrator Pants             |  34 |  0.01 | ACDB | 24052
   7431 | Twilight Pants                |  39 |  0.01 | ACDB | 24056
   7434 | Twilight Boots                |  37 |  0.01 | ACDB | 24054
   7440 | Sentinel Trousers             |  39 |  0.01 | ACDB | 24056
   7441 | Sentinel Cap                  |  38 |  0.01 | ACDB | 24056
   7443 | Sentinel Gloves               |  37 |  0.01 | ACDB | 24054
   7445 | Sentinel Shoulders            |  38 |  0.01 | ACDB | 24056
   7446 | Sentinel Cloak                |  36 |  0.01 | ACDB | 24054
   7448 | Sentinel Girdle               |  36 |  0.01 | ACDB | 24054
   7450 | Pattern: Green Whelp Armor    |  35 |  0.02 | ACDB | Direct
   7453 | Pattern: Swift Boots          |  40 |  0.02 | ACDB | Direct
   7454 | Knight's Breastplate          |  39 |  0.01 | ACDB | 24056
   7455 | Knight's Legguards            |  39 |  0.01 | ACDB | 24056
   7456 | Knight's Headguard            |  38 |  0.01 | ACDB | 24056
   7457 | Knight's Gauntlets            |  37 |  0.01 | ACDB | 24054
   7458 | Knight's Boots                |  37 |  0.01 | ACDB | 24054
   7459 | Knight's Pauldrons            |  38 |  0.01 | ACDB | 24056
   7462 | Knight's Girdle               |  37 |  0.01 | ACDB | 24054
   7463 | Sentinel Buckler              |  38 |  0.01 | ACDB | 24056
   7492 | Captain's Cloak               |  39 |  0.01 | ACDB | 24056
   7609 | Elder's Amber Stave           |  35 |  0.01 | ACDB | 24052
   8188 | Explosive Shotgun             |  37 |  0.01 | ACDB | 24054
   9382 | Tromping Miner's Boots        |  38 |  0.01 | ACDB | 24056
   9395 | Gloves of Old                 |  34 |  0.05 | ACDB | 24053
   9405 | Girdle of Golem Strength      |  33 |  0.05 | ACDB | 24051
   9435 | Reticulated Bone Gauntlets    |  36 |  0.05 | ACDB | 24055
   9826 | Durable Robe                  |  34 |  0.01 | ACDB | 24052
   9848 | Conjurer's Gloves             |  36 |  0.01 | ACDB | 24054
   9850 | Conjurer's Mantle             |  36 |  0.01 | ACDB | 24054
   9851 | Conjurer's Breeches           |  37 |  0.01 | ACDB | 24054
   9852 | Conjurer's Robe               |  38 |  0.01 | ACDB | 24056
   9854 | Archer's Jerkin               |  38 |  0.01 | ACDB | 24056
   9855 | Archer's Belt                 |  35 |  0.01 | ACDB | 24052
   9857 | Archer's Bracers              |  34 |  0.01 | ACDB | 24052
   9858 | Archer's Buckler              |  36 |  0.01 | ACDB | 24054
   9859 | Archer's Cap                  |  36 |  0.01 | ACDB | 24054
   9860 | Archer's Cloak                |  34 |  0.01 | ACDB | 24052
   9861 | Archer's Gloves               |  35 |  0.01 | ACDB | 24052
   9863 | Archer's Shoulderpads         |  37 |  0.01 | ACDB | 24054
   9866 | Renegade Chestguard           |  38 |  0.01 | ACDB | 24056
   9869 | Renegade Belt                 |  35 |  0.01 | ACDB | 24052
   9870 | Renegade Circlet              |  36 |  0.01 | ACDB | 24054
   9871 | Renegade Leggings             |  37 |  0.01 | ACDB | 24054
   9872 | Renegade Pauldrons            |  37 |  0.01 | ACDB | 24054
   9873 | Renegade Shield               |  37 |  0.01 | ACDB | 24054
   9875 | Sorcerer Sash                 |  39 |  0.01 | ACDB | 24056
   9877 | Sorcerer Cloak                |  38 |  0.01 | ACDB | 24056
   9879 | Sorcerer Bracelets            |  39 |  0.01 | ACDB | 24056
   9886 | Huntsman's Bands              |  39 |  0.01 | ACDB | 24056
   9890 | Huntsman's Cape               |  38 |  0.01 | ACDB | 24056
   9891 | Huntsman's Belt               |  39 |  0.01 | ACDB | 24056
   9896 | Jazeraint Bracers             |  39 |  0.01 | ACDB | 24056
   9898 | Jazeraint Cloak               |  38 |  0.01 | ACDB | 24056
  11165 | Formula: Enchant Weapon - Less|  35 |  0.02 | ACDB | Direct
  11411 | Large Bear Bone               |  28 |  0.12 | ACDB | 24058
  11985 | Cerulean Ring                 |  35 |  0.01 | ACDB | 24052
  11986 | Thallium Hoop                 |  39 |  0.01 | ACDB | 24056
  11996 | Basalt Ring                   |  34 |  0.01 | ACDB | 24052
  12010 | Fen Ring                      |  37 |  0.01 | ACDB | 24054
  12020 | Thallium Choker               |  36 |  0.01 | ACDB | 24054
  12030 | Jet Chain                     |  39 |  0.01 | ACDB | 24056
  12040 | Forest Pendant                |  38 |  0.01 | ACDB | 24056
  13019 | Harpyclaw Short Bow           |  32 |  0.05 | ACDB | 24051
  13025 | Deadwood Sledge               |  37 |  0.05 | ACDB | 24055
  13033 | Zealot Blade                  |  34 |  0.05 | ACDB | 24053
  13037 | Crystalpine Stinger           |  32 |  0.05 | ACDB | 24051
  13063 | Starfaller                    |  34 |  0.05 | ACDB | 24053
  13084 | Kaleidoscope Chain            |  35 |  0.05 | ACDB | 24053
  13087 | River Pride Choker            |  33 |  0.05 | ACDB | 24051
  13093 | Blush Ember Ring              |  37 |  0.05 | ACDB | 24055
  13105 | Sutarn's Ring                 |  37 |  0.05 | ACDB | 24055
  13110 | Wolffear Harness              |  36 |  0.05 | ACDB | 24055
  13127 | Frostreaver Crown             |  32 |  0.05 | ACDB | 24051
  13137 | Ironweaver                    |  34 |  0.05 | ACDB | 24053
  14200 | Thistlefur Cap                |  35 |  0.01 | ACDB | 24052
  14201 | Thistlefur Mantle             |  34 |  0.01 | ACDB | 24052
  14202 | Thistlefur Jerkin             |  36 |  0.01 | ACDB | 24054
  14203 | Thistlefur Pants              |  35 |  0.01 | ACDB | 24052
  14204 | Thistlefur Robe               |  36 |  0.01 | ACDB | 24054
  14207 | Vital Leggings                |  36 |  0.01 | ACDB | 24054
  14208 | Vital Headband                |  36 |  0.01 | ACDB | 24054
  14211 | Vital Handwraps               |  34 |  0.01 | ACDB | 24052
  14212 | Vital Shoulders               |  35 |  0.01 | ACDB | 24052
  14213 | Vital Raiment                 |  37 |  0.01 | ACDB | 24054
  14214 | Vital Boots                   |  34 |  0.01 | ACDB | 24052
  14215 | Vital Tunic                   |  37 |  0.01 | ACDB | 24054
  14217 | Geomancer's Cord              |  36 |  0.01 | ACDB | 24054
  14218 | Geomancer's Boots             |  37 |  0.01 | ACDB | 24054
  14219 | Geomancer's Cloak             |  34 |  0.01 | ACDB | 24052
  14221 | Geomancer's Bracers           |  35 |  0.01 | ACDB | 24052
  14222 | Geomancer's Gloves            |  37 |  0.01 | ACDB | 24054
  14223 | Geomancer's Spaulders         |  38 |  0.01 | ACDB | 24056
  14224 | Geomancer's Trousers          |  39 |  0.01 | ACDB | 24056
  14226 | Embersilk Bracelets           |  37 |  0.01 | ACDB | 24054
  14229 | Embersilk Cloak               |  36 |  0.01 | ACDB | 24054
  14231 | Embersilk Mitts               |  38 |  0.01 | ACDB | 24056
  14232 | Embersilk Mantle              |  39 |  0.01 | ACDB | 24056
  14235 | Embersilk Cord                |  37 |  0.01 | ACDB | 24054
  14236 | Embersilk Boots               |  38 |  0.01 | ACDB | 24056
  14239 | Darkmist Cape                 |  39 |  0.01 | ACDB | 24056
  14407 | Stonecloth Vest               |  39 |  0.01 | ACDB | 24056
  14408 | Stonecloth Boots              |  35 |  0.01 | ACDB | 24052
  14410 | Stonecloth Circlet            |  38 |  0.01 | ACDB | 24056
  14411 | Stonecloth Gloves             |  35 |  0.01 | ACDB | 24052
  14412 | Stonecloth Epaulets           |  36 |  0.01 | ACDB | 24054
  14413 | Stonecloth Robe               |  39 |  0.01 | ACDB | 24056
  14414 | Stonecloth Belt               |  34 |  0.01 | ACDB | 24052
  14415 | Stonecloth Britches           |  37 |  0.01 | ACDB | 24054
  14416 | Stonecloth Bindings           |  34 |  0.01 | ACDB | 24052
  14418 | Silksand Boots                |  39 |  0.01 | ACDB | 24056
  14419 | Silksand Bracers              |  38 |  0.01 | ACDB | 24056
  14420 | Silksand Cape                 |  38 |  0.01 | ACDB | 24056
  14426 | Silksand Girdle               |  39 |  0.01 | ACDB | 24056
  14584 | Dokebi Hat                    |  35 |  0.01 | ACDB | 24052
  14588 | Hawkeye's Cord                |  36 |  0.01 | ACDB | 24054
  14589 | Hawkeye's Shoes               |  37 |  0.01 | ACDB | 24054
  14590 | Hawkeye's Bracers             |  35 |  0.01 | ACDB | 24052
  14593 | Hawkeye's Cloak               |  35 |  0.01 | ACDB | 24052
  14594 | Hawkeye's Gloves              |  37 |  0.01 | ACDB | 24054
  14595 | Hawkeye's Breeches            |  38 |  0.01 | ACDB | 24056
  14596 | Hawkeye's Epaulets            |  38 |  0.01 | ACDB | 24056
  14602 | Warden's Cloak                |  39 |  0.01 | ACDB | 24056
